segment_id,group_key,split,payload_hash,session_id,source_file,dataset_family,stream,row_count,duration_s
d5baf3d13427:000,1962b13e098ff407,validation,d5baf3d1342795aa6aefb011048278414a20f30ab874cf8bfa3e13caefeb7f97,VW13,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw13.csv,unsynchronized_uncategorized,vehicle,297,29.599999999998545
dc92ec49c6de:000,1ae4643d925cd6f4,test,dc92ec49c6dedcd252165283167529785028998d8a860d9647a173dd37fc5f58,T11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T11.csv,unsynchronized_uncategorized,smartphone,5690,568.9010000228882
7aff2d8777e0:000,1bf325201b4186fd,train,7aff2d8777e070fe55acb694b688cf9e501cf8f45c4fa4d2fb35d2633eaa5692,VTA5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/S-Vta5.csv,synchronized_categorized,smartphone,307,30.600000143051147
31c052676e02:000,1bf325201b4186fd,train,31c052676e02adc11e95a36a871b50f17b25296e66cbae3dc94dfc6bb5357d2a,VTA5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta05/V-vta5.csv,synchronized_categorized,vehicle,307,30.599999999998545
ef23269dffe1:000,1bf325201b4186fd,train,ef23269dffe16050ab251b6b2d77a92cfec1d2ad1c1989cb76c67c3eb7d3b215,VTA5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta5.csv,synchronized_uncategorized,smartphone,307,30.600000143051147
31c052676e02:000,1bf325201b4186fd,train,31c052676e02adc11e95a36a871b50f17b25296e66cbae3dc94dfc6bb5357d2a,VTA5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta5.csv,synchronized_uncategorized,vehicle,307,30.599999999998545
006c4dbcebbb:000,1bf325201b4186fd,train,006c4dbcebbb02cdf4ebde111062913f7c013bb2965be9639f57dc99de240466,VTA5,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta05/V-Vta5.csv,unsynchronized_categorized,vehicle,357,35.60000000000582
7aff2d8777e0:000,1bf325201b4186fd,train,7aff2d8777e070fe55acb694b688cf9e501cf8f45c4fa4d2fb35d2633eaa5692,VTA5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta5.csv,unsynchronized_uncategorized,smartphone,307,30.600000143051147
006c4dbcebbb:000,1bf325201b4186fd,train,006c4dbcebbb02cdf4ebde111062913f7c013bb2965be9639f57dc99de240466,VTA5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta5.csv,unsynchronized_uncategorized,vehicle,357,35.60000000000582
7385001a020f:000,1c813ea5765e9225,validation,7385001a020fe0f1f5505f12d104887055bddf43a584c727324f25b5f765d6d6,VFB02A,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02a/V-Vfb02a.csv,unsynchronized_categorized,vehicle,35960,3595.9000000000015
7385001a020f:000,1c813ea5765e9225,validation,7385001a020fe0f1f5505f12d104887055bddf43a584c727324f25b5f765d6d6,VFB02A,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vfb02a.csv,unsynchronized_uncategorized,vehicle,35960,3595.9000000000015
87c795b6c20e:000,1e3af1a81e33dbc3,validation,87c795b6c20e413f18b78f3c40b9bb15d0300496071b3172fe045aad9eb8e03d,VTB11,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/S-Vtb11.csv,synchronized_categorized,smartphone,361,36.0
95c98373c894:000,1e3af1a81e33dbc3,validation,95c98373c89438dbbeb27962b9a32dc2e81dbb5b699629c0b245e8b0e991aad3,VTB11,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/V-vtb11.csv,synchronized_categorized,vehicle,361,36.0
6cf4b689fa81:000,1e3af1a81e33dbc3,validation,6cf4b689fa8102dec178ff7e3dddefd414c34b56b27cdb830d3d83fe9d646204,VTB11,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb11.csv,synchronized_uncategorized,smartphone,361,36.0
95c98373c894:000,1e3af1a81e33dbc3,validation,95c98373c89438dbbeb27962b9a32dc2e81dbb5b699629c0b245e8b0e991aad3,VTB11,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb11.csv,synchronized_uncategorized,vehicle,361,36.0
d2d46c6ef06c:000,1e3af1a81e33dbc3,validation,d2d46c6ef06c85e614f350ba0285014c59302087f239298b92a84a7fded6cc0d,VTB11,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb11/V-Vtb11.csv,unsynchronized_categorized,vehicle,433,43.20000000001164
87c795b6c20e:000,1e3af1a81e33dbc3,validation,87c795b6c20e413f18b78f3c40b9bb15d0300496071b3172fe045aad9eb8e03d,VTB11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb11.csv,unsynchronized_uncategorized,smartphone,361,36.0
d2d46c6ef06c:000,1e3af1a81e33dbc3,validation,d2d46c6ef06c85e614f350ba0285014c59302087f239298b92a84a7fded6cc0d,VTB11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb11.csv,unsynchronized_uncategorized,vehicle,433,43.20000000001164
1eb361eb3905:000,2098864f857e6718,test,1eb361eb39050df0dfa40ab574e622744f2b43ec7a212e8d1650469e5752c1da,ST4,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/St (Driver C)/St4/V-St4.csv,unsynchronized_categorized,vehicle,13591,1359.0
1eb361eb3905:000,2098864f857e6718,test,1eb361eb39050df0dfa40ab574e622744f2b43ec7a212e8d1650469e5752c1da,ST4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-St4.csv,unsynchronized_uncategorized,vehicle,13591,1359.0
392d0b39dc43:000,239fbd24733e86cd,test,392d0b39dc4336f571717fb70ff211242b434fe503793bccf0fd8c6c1abb7091,T8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T8.csv,unsynchronized_uncategorized,smartphone,48344,4833.805999755859
5edb201c6796:000,25e8d63f975fccf1,validation,5edb201c6796af66840f16917315a5715acf6584feae0f0f5e4f27453c33e0df,VW16B,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,synchronized_categorized,smartphone,1126,112.50100016593933
5646f2e20776:000,25e8d63f975fccf1,validation,5646f2e20776bf4e9615291e7a4b3a388ba31ee57c1a7eeeb1bcf0915e049a0c,VW16B,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,synchronized_categorized,vehicle,1126,112.5
66355f866e3d:000,25e8d63f975fccf1,validation,66355f866e3d0d5cf90bcc2bcc9fd3618d72c5f458306dcbdf9fb676a4092cbe,VW16B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16b.csv,synchronized_uncategorized,smartphone,1126,112.50100016593933
5646f2e20776:000,25e8d63f975fccf1,validation,5646f2e20776bf4e9615291e7a4b3a388ba31ee57c1a7eeeb1bcf0915e049a0c,VW16B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw16b.csv,synchronized_uncategorized,vehicle,1126,112.5
78871442687e:000,25e8d63f975fccf1,validation,78871442687e3a4647a5be2a4410b8ce3b84f2a06abbb71f5b322320160d67c5,VW16B,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,unsynchronized_categorized,vehicle,1171,117.0
5edb201c6796:000,25e8d63f975fccf1,validation,5edb201c6796af66840f16917315a5715acf6584feae0f0f5e4f27453c33e0df,VW16B,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw16b.csv,unsynchronized_uncategorized,smartphone,1126,112.50100016593933
78871442687e:000,25e8d63f975fccf1,validation,78871442687e3a4647a5be2a4410b8ce3b84f2a06abbb71f5b322320160d67c5,VW16B,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw16b.csv,unsynchronized_uncategorized,vehicle,1171,117.0
62fb3e3d9457:000,269c0fa93ee247f5,test,62fb3e3d94574567635c19bc646b374b2da209e611bfbfeb7f9e5899d05653f4,VTA16,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/S-Vta16.csv,synchronized_categorized,smartphone,11335,1133.4000000953674
c0d60dc9d7a3:000,269c0fa93ee247f5,test,c0d60dc9d7a391a06c4c9c42b81141f053465e8dd0e7038fdb380176da532205,VTA16,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta16/V-vta16.csv,synchronized_categorized,vehicle,11335,1133.4000000000015
25bba4c7024d:000,269c0fa93ee247f5,test,25bba4c7024d5e8fbad2b0bc65221b0f69e81661d774e00a123a370775f87ca7,VTA16,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,synchronized_uncategorized,smartphone,11335,1133.4000000953674
c0d60dc9d7a3:000,269c0fa93ee247f5,test,c0d60dc9d7a391a06c4c9c42b81141f053465e8dd0e7038fdb380176da532205,VTA16,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta16.csv,synchronized_uncategorized,vehicle,11335,1133.4000000000015
9b7b865bc44b:000,269c0fa93ee247f5,test,9b7b865bc44b9f807b3e07e8c2ba4d70c29abc42fbcd47d4231c047add52d3cf,VTA16,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta16/V-Vta16.csv,unsynchronized_categorized,vehicle,11361,1136.0
62fb3e3d9457:000,269c0fa93ee247f5,test,62fb3e3d94574567635c19bc646b374b2da209e611bfbfeb7f9e5899d05653f4,VTA16,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta16.csv,unsynchronized_uncategorized,smartphone,11335,1133.4000000953674
9b7b865bc44b:000,269c0fa93ee247f5,test,9b7b865bc44b9f807b3e07e8c2ba4d70c29abc42fbcd47d4231c047add52d3cf,VTA16,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta16.csv,unsynchronized_uncategorized,vehicle,11361,1136.0
ed067f770ac8:000,29830e3c5d2e0276,test,ed067f770ac83e063d663826e110db9e8ee9e9ded25a62d02b390aaa55cee406,A3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A3.csv,unsynchronized_uncategorized,smartphone,11132,5566.02799987793
4132d57199e8:000,33e47b7eaaeb1ebb,validation,4132d57199e839a0b10e2eaee6f0c23bf40a700b385d14efbb98739a726eb7e1,VTB1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,synchronized_categorized,smartphone,684,68.29900002479553
4132d57199e8:001,33e47b7eaaeb1ebb,validation,4132d57199e839a0b10e2eaee6f0c23bf40a700b385d14efbb98739a726eb7e1,VTB1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/S-Vtb1.csv,synchronized_categorized,smartphone,31775,2516.1240000724792
9c7487b61d37:000,33e47b7eaaeb1ebb,validation,9c7487b61d3758944284c704ab2335cc25700843b21d04712c7c84fe33c6a343,VTB1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb01/V-vtb1.csv,synchronized_categorized,vehicle,32459,3245.7999999999956
4132d57199e8:000,33e47b7eaaeb1ebb,validation,4132d57199e839a0b10e2eaee6f0c23bf40a700b385d14efbb98739a726eb7e1,VTB1,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,synchronized_uncategorized,smartphone,684,68.29900002479553
4132d57199e8:001,33e47b7eaaeb1ebb,validation,4132d57199e839a0b10e2eaee6f0c23bf40a700b385d14efbb98739a726eb7e1,VTB1,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,synchronized_uncategorized,smartphone,31775,2516.1240000724792
9c7487b61d37:000,33e47b7eaaeb1ebb,validation,9c7487b61d3758944284c704ab2335cc25700843b21d04712c7c84fe33c6a343,VTB1,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb1.csv,synchronized_uncategorized,vehicle,32459,3245.7999999999956
b935595d3039:000,33e47b7eaaeb1ebb,validation,b935595d3039a751b3fe988c6fe447a717c9443c1efc6b7d3e1e45c59e2262aa,VTB1,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vtb (Driver E)/Vtb01/V-Vtb1.csv,unsynchronized_categorized,vehicle,32459,3245.7999999999956
4132d57199e8:000,33e47b7eaaeb1ebb,validation,4132d57199e839a0b10e2eaee6f0c23bf40a700b385d14efbb98739a726eb7e1,VTB1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb1.csv,unsynchronized_uncategorized,smartphone,684,68.29900002479553
4132d57199e8:001,33e47b7eaaeb1ebb,validation,4132d57199e839a0b10e2eaee6f0c23bf40a700b385d14efbb98739a726eb7e1,VTB1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb1.csv,unsynchronized_uncategorized,smartphone,31775,2516.1240000724792
b935595d3039:000,33e47b7eaaeb1ebb,validation,b935595d3039a751b3fe988c6fe447a717c9443c1efc6b7d3e1e45c59e2262aa,VTB1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb1.csv,unsynchronized_uncategorized,vehicle,32459,3245.7999999999956
9a03b6e9ec4a:000,353cf8d45f784ca7,validation,9a03b6e9ec4aa1cd27dddf9953553ce84b83909313f3a863e6fd180d414e8d3d,VW3,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,synchronized_categorized,smartphone,3861,386.00099992752075
c9a28bfa44a4:000,353cf8d45f784ca7,validation,c9a28bfa44a442f683cc8c6a6dcb4b6f5aff587779140a8c907a64f78955a1a1,VW3,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,synchronized_categorized,vehicle,3861,386.0
07a93fc8421c:000,353cf8d45f784ca7,validation,07a93fc8421c0b4d26da352d051a819591a24e7a29ef5c27101914ed9ff5b28f,VW3,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw3.csv,synchronized_uncategorized,smartphone,3861,386.00099992752075
c9a28bfa44a4:000,353cf8d45f784ca7,validation,c9a28bfa44a442f683cc8c6a6dcb4b6f5aff587779140a8c907a64f78955a1a1,VW3,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw3.csv,synchronized_uncategorized,vehicle,3861,386.0
4fa83e78d311:000,353cf8d45f784ca7,validation,4fa83e78d31139e504fadc8c0193371ecbe9aec25028acfdc7f676bb9789ebe7,VW3,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,unsynchronized_categorized,vehicle,3941,394.0
9a03b6e9ec4a:000,353cf8d45f784ca7,validation,9a03b6e9ec4aa1cd27dddf9953553ce84b83909313f3a863e6fd180d414e8d3d,VW3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw3.csv,unsynchronized_uncategorized,smartphone,3861,386.00099992752075
4fa83e78d311:000,353cf8d45f784ca7,validation,4fa83e78d31139e504fadc8c0193371ecbe9aec25028acfdc7f676bb9789ebe7,VW3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw3.csv,unsynchronized_uncategorized,vehicle,3941,394.0
e07de2f95c2b:000,35acd45f71bdf716,validation,e07de2f95c2b08cb4da7b94e47765442e5e27687b274bd0dd784a529f592bb51,VTA22,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/S-Vta22.csv,synchronized_categorized,smartphone,1564,156.30100011825562
b9f3b5408799:000,35acd45f71bdf716,validation,b9f3b54087995125a35ba44f8b93f59981ae51abbc1bd9de46ff8df8c4c8d973,VTA22,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta22/V-vta22.csv,synchronized_categorized,vehicle,1564,156.3000000000029
63dcb0fceb5e:000,35acd45f71bdf716,validation,63dcb0fceb5e515bdc08e465647e71e2784ad231aee5c772ef2c29f6e569d327,VTA22,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta22.csv,synchronized_uncategorized,smartphone,1564,156.30100011825562
b9f3b5408799:000,35acd45f71bdf716,validation,b9f3b54087995125a35ba44f8b93f59981ae51abbc1bd9de46ff8df8c4c8d973,VTA22,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta22.csv,synchronized_uncategorized,vehicle,1564,156.3000000000029
b0d92ef84541:000,35acd45f71bdf716,validation,b0d92ef84541f4253cbcd7d37db23ace13ce1237a27952f04aa155dae88431a5,VTA22,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta22/V-Vta22.csv,unsynchronized_categorized,vehicle,1572,157.09999999999854
e07de2f95c2b:000,35acd45f71bdf716,validation,e07de2f95c2b08cb4da7b94e47765442e5e27687b274bd0dd784a529f592bb51,VTA22,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta22.csv,unsynchronized_uncategorized,smartphone,1564,156.30100011825562
b0d92ef84541:000,35acd45f71bdf716,validation,b0d92ef84541f4253cbcd7d37db23ace13ce1237a27952f04aa155dae88431a5,VTA22,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta22.csv,unsynchronized_uncategorized,vehicle,1572,157.09999999999854
4e255b689bb1:000,365d8ccccfe211ce,test,4e255b689bb10c0a7ed6d83405f69c6a19eeafaf05d91bf645cab2ae8197a53c,VTA20,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/S-Vta20.csv,synchronized_categorized,smartphone,3223,322.2000000476837
4c49f750ae05:000,365d8ccccfe211ce,test,4c49f750ae059a877fa4aa2389bc90fcded325caa500611f63ffbc0c1e72b88b,VTA20,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta20/V-vta20.csv,synchronized_categorized,vehicle,3223,322.1999999999971
2053e5e5c9a7:000,365d8ccccfe211ce,test,2053e5e5c9a739118c490104966ba941826c08f18d7418f54199d7bfde195f46,VTA20,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,synchronized_uncategorized,smartphone,3223,322.2000000476837
4c49f750ae05:000,365d8ccccfe211ce,test,4c49f750ae059a877fa4aa2389bc90fcded325caa500611f63ffbc0c1e72b88b,VTA20,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta20.csv,synchronized_uncategorized,vehicle,3223,322.1999999999971
533c9bef17f0:000,365d8ccccfe211ce,test,533c9bef17f0d6ed94e475c9cdd29b926856b64421784b0031afb3c7a27b0ac8,VTA20,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta20/V-Vta20.csv,unsynchronized_categorized,vehicle,3223,322.1999999999971
4e255b689bb1:000,365d8ccccfe211ce,test,4e255b689bb10c0a7ed6d83405f69c6a19eeafaf05d91bf645cab2ae8197a53c,VTA20,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta20.csv,unsynchronized_uncategorized,smartphone,3223,322.2000000476837
533c9bef17f0:000,365d8ccccfe211ce,test,533c9bef17f0d6ed94e475c9cdd29b926856b64421784b0031afb3c7a27b0ac8,VTA20,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta20.csv,unsynchronized_uncategorized,vehicle,3223,322.1999999999971
6a95e9794088:000,3b7eeb44a6ecb416,validation,6a95e97940883ca4e1910e036f7e1506649fafa916fa7221087f536f14305230,T5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T5.csv,unsynchronized_uncategorized,smartphone,46387,2036.9920001029968
049ad3efce5a:000,3bfe55fd8944a4f4,train,049ad3efce5a35125d79bfbd68dd352a9c8cf08251d3cff028409777f910bcea,VW5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,synchronized_categorized,smartphone,1012,101.10099983215332
0db45b1a102a:000,3bfe55fd8944a4f4,train,0db45b1a102a61d8102f1f8d40cee2c5c969ae04171ad6dd80a8fa0890f2bcc8,VW5,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,synchronized_categorized,vehicle,1012,101.09999999999854
aad875202b39:000,3bfe55fd8944a4f4,train,aad875202b3910674a376bb9d17671607aedbd9349faf1bcca2985323e75ac60,VW5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw5.csv,synchronized_uncategorized,smartphone,1012,101.10099983215332
0db45b1a102a:000,3bfe55fd8944a4f4,train,0db45b1a102a61d8102f1f8d40cee2c5c969ae04171ad6dd80a8fa0890f2bcc8,VW5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw5.csv,synchronized_uncategorized,vehicle,1012,101.09999999999854
34144ecc462c:000,3bfe55fd8944a4f4,train,34144ecc462c9b3af7a370d1fc61776c53d9778b8ea068c9274797ae386abef8,VW5,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,unsynchronized_categorized,vehicle,1050,104.90000000000146
049ad3efce5a:000,3bfe55fd8944a4f4,train,049ad3efce5a35125d79bfbd68dd352a9c8cf08251d3cff028409777f910bcea,VW5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw5.csv,unsynchronized_uncategorized,smartphone,1012,101.10099983215332
34144ecc462c:000,3bfe55fd8944a4f4,train,34144ecc462c9b3af7a370d1fc61776c53d9778b8ea068c9274797ae386abef8,VW5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw5.csv,unsynchronized_uncategorized,vehicle,1050,104.90000000000146
96b4949e2c7d:000,3dff745208da061d,test,96b4949e2c7d9855f62a0286e34c4f2c244b99f3dbc979b08144faae4d251a7b,A7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A7.csv,unsynchronized_uncategorized,smartphone,43872,4387.100000143051
7bd4640e4db3:000,413aef835b78e91b,validation,7bd4640e4db3bbec3754091908b245d4d93888469451483ee214bd3f8b92d5fe,VTA2,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/S-Vta2.csv,synchronized_categorized,smartphone,10991,1098.9980001449585
5fb5a864e5a6:000,413aef835b78e91b,validation,5fb5a864e5a6fa71445b7b0425bfabef3685ad6d178a8a39b34f2c4cc4bc1a0e,VTA2,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vta (Driver E)/Vta02/V-vta2.csv,synchronized_categorized,vehicle,10991,1099.0
eafbdc315806:000,413aef835b78e91b,validation,eafbdc315806d9f6644ce18f63318b9a75d7ed5f817b340c2745141ac92c7159,VTA2,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,synchronized_uncategorized,smartphone,10991,1098.9980001449585
5fb5a864e5a6:000,413aef835b78e91b,validation,5fb5a864e5a6fa71445b7b0425bfabef3685ad6d178a8a39b34f2c4cc4bc1a0e,VTA2,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta2.csv,synchronized_uncategorized,vehicle,10991,1099.0
880d9b6b5202:000,413aef835b78e91b,validation,880d9b6b520224a0840a58751beaf37b2c70f1d29e3e469dd47e11727d926ab4,VTA2,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta02/V-Vta2.csv,unsynchronized_categorized,vehicle,10995,1099.4000000000015
7bd4640e4db3:000,413aef835b78e91b,validation,7bd4640e4db3bbec3754091908b245d4d93888469451483ee214bd3f8b92d5fe,VTA2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta2.csv,unsynchronized_uncategorized,smartphone,10991,1098.9980001449585
880d9b6b5202:000,413aef835b78e91b,validation,880d9b6b520224a0840a58751beaf37b2c70f1d29e3e469dd47e11727d926ab4,VTA2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta2.csv,unsynchronized_uncategorized,vehicle,10995,1099.4000000000015
30836ca9e7ed:000,41d2506e8bbfa461,train,30836ca9e7edd4159cc7c6c7e57b5c2506632eb0b425aad242ac58ad4e0821d7,ST6,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/St (Driver C)/St6/V-St6.csv,unsynchronized_categorized,vehicle,51360,5135.9000000000015
30836ca9e7ed:000,41d2506e8bbfa461,train,30836ca9e7edd4159cc7c6c7e57b5c2506632eb0b425aad242ac58ad4e0821d7,ST6,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-St6.csv,unsynchronized_uncategorized,vehicle,51360,5135.9000000000015
4e0f18c9aeea:000,48a7e1a7d14de91d,train,4e0f18c9aeea9f9e60e595697a77046828ce633f96d4c84a9df8dc04067d0d4a,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,synchronized_categorized,smartphone,338,39.60700011253357
4e0f18c9aeea:001,48a7e1a7d14de91d,train,4e0f18c9aeea9f9e60e595697a77046828ce633f96d4c84a9df8dc04067d0d4a,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,synchronized_categorized,smartphone,3037,303.60000014305115
4e0f18c9aeea:002,48a7e1a7d14de91d,train,4e0f18c9aeea9f9e60e595697a77046828ce633f96d4c84a9df8dc04067d0d4a,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,synchronized_categorized,smartphone,66910,6690.795000076294
382cb04c75e8:000,48a7e1a7d14de91d,train,382cb04c75e8655bb498c98f50a354f1091c3750a391310e1bf2c1767a7f6478,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,synchronized_categorized,vehicle,4558,455.6999999999971
382cb04c75e8:001,48a7e1a7d14de91d,train,382cb04c75e8655bb498c98f50a354f1091c3750a391310e1bf2c1767a7f6478,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,synchronized_categorized,vehicle,65542,6554.0999999999985
382cb04c75e8:002,48a7e1a7d14de91d,train,382cb04c75e8655bb498c98f50a354f1091c3750a391310e1bf2c1767a7f6478,Y1,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,synchronized_categorized,vehicle,185,18.39999999999418
