relative_path,time_column_role,time_is_absolute,time_unit,valid_timestamps,missing_timestamps,first_timestamp_s,last_timestamp_s,duration_s,duration_kind,is_monotonic,non_monotonic_count,duplicate_timestamp_count,zero_interval_count,negative_interval_count,delta_mean_s,delta_median_s,delta_std_s,delta_min_s,delta_max_s,delta_p99_s,estimated_rate_hz,rate_kind,sampling_class,coefficient_of_variation,suspected_column_misalignment,evidence,note
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,time_since_start_ms,False,s,3138,0,0.008,313.708,313.70000000000005,estimated,True,0,0,0,0,0.10000000000000002,0.09999999999999432,0.0007549644429828971,0.09499999999999886,0.10599999999999454,0.10199999999997544,10.000000000000568,exact,stable,0.00754964442982897,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,time_of_day_s,True,s,3138,0,58870.1,59183.8,313.70000000000437,estimated,True,0,0,0,0,0.1000000000000014,0.09999999999854481,2.9114262559648383e-12,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000014552,exact,stable,2.911426255964798e-11,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,time_since_start_ms,False,s,19588,0,314.007,2272.708,1958.701,estimated,True,0,0,0,0,0.10000005105427069,0.10000000000002274,0.000755064923163199,0.09100000000000819,0.10900000000003729,0.10199999999987767,9.999999999997726,exact,stable,0.007550645376705061,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,time_of_day_s,True,s,19588,0,59185.1,61143.8,1958.7000000000044,estimated,True,0,0,0,0,0.10000000000000023,0.09999999999854481,1.0104877073876847e-05,0.09900000000197906,0.10099999999511056,0.10000000000582077,10.00000000014552,exact,stable,0.00010104877073876824,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,time_since_start_ms,False,s,15826,0,2274.0080000000003,3856.5080000000003,1582.5,estimated,True,0,0,0,0,0.1,0.09999999999990905,0.0007551403623403351,0.08800000000019281,0.11200000000008004,0.10199999999986176,10.000000000009095,exact,stable,0.007551403623403351,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,time_of_day_s,True,s,15826,0,61147.0,62729.5,1582.5,estimated,True,0,0,0,0,0.1,0.09999999999854481,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000014552,exact,stable,2.910383045678664e-11,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,time_since_start_ms,False,s,1380,0,0.012,137.912,137.9,estimated,True,0,0,0,0,0.1,0.09999999999999998,0.0006211173818453857,0.09700000000000131,0.10200000000000387,0.1010000000000133,10.000000000000002,exact,stable,0.006211173818453857,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,time_of_day_s,True,s,1391,0,62986.9,63125.9,139.0,estimated,True,0,0,0,0,0.1,0.09999999999854481,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000014552,exact,stable,2.910383045678664e-11,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,time_since_start_ms,False,s,5879,0,0.01,587.809,587.799,estimated,True,0,0,0,0,0.09999982987410684,0.10000000000000142,0.0007164284965886288,0.09499999999997044,0.10500000000001819,0.10199999999997544,9.999999999999858,exact,stable,0.00716429715421081,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,time_of_day_s,True,s,5879,0,63143.8,63731.6,587.7999999999956,estimated,True,0,0,0,0,0.09999999999999926,0.09999999999854481,2.9098258746219857e-12,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000014552,exact,stable,2.9098258746220072e-11,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,time_since_start_ms,False,s,1126,0,602.409,714.91,112.50099999999998,estimated,True,0,0,0,0,0.10000088888888886,0.10000000000002274,0.0007099290174918904,0.09799999999995634,0.1029999999999518,0.10199999999997544,9.999999999997726,exact,stable,0.007099227070678278,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,time_of_day_s,True,s,1126,0,63736.2,63848.7,112.5,estimated,True,0,0,0,0,0.1,0.09999999999854481,2.9103830456786644e-12,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000014552,exact,stable,2.910383045678664e-11,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,time_since_start_ms,False,s,329,0,721.109,753.91,32.80099999999993,estimated,True,0,0,0,0,0.10000304878048759,0.10000000000002274,0.0007428458610164141,0.09699999999997999,0.1029999999999518,0.10172999999998185,9.999999999997726,exact,stable,0.007428232139672094,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,time_of_day_s,True,s,329,0,63853.1,63885.9,32.80000000000291,estimated,True,0,0,0,0,0.10000000000000887,0.09999999999854481,2.917016798568932e-12,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000014552,exact,stable,2.917016798568673e-11,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,time_since_start_ms,False,s,70285,0,0.048,6690.809,6690.761,estimated,False,3,1,0,3,0.09999850599735348,0.09999999999999432,0.0008752597553369889,0.0010000000002037268,0.11200000000008004,0.10199999999986176,10.000000000000568,exact,stable,0.008752728319362623,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,time_of_day_s,True,s,70285,0,61959.9,69626.7,7666.799999999996,estimated,True,0,0,0,0,0.10908314836947236,0.09999999999854481,1.7379865677769202,0.09900000001653098,384.6000000000058,0.10000000000582077,10.00000000014552,exact,severely_irregular,15.932676987743665,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,time_since_start_ms,False,s,105974,0,4.227,6175.975,6171.7480000000005,estimated,False,1,0,0,1,0.10001193711546447,0.09999999999990905,0.003968366473557808,0.0809999999999036,1.365000000000009,0.10199999999997544,10.000000000009095,exact,stable,0.03967892821610186,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,time_since_start_ms,False,s,51746,0,2.922,5177.421,5174.499000000001,estimated,True,0,0,0,0,0.0999999806744613,0.09999999999990905,0.0007646277014951554,0.08900000000039654,0.11099999999987631,0.10100000000056752,10.000000000009095,exact,stable,0.007646278492636063,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,time_since_start_ms,False,s,93876,0,0.011,9201.11,9201.099,estimated,False,1,291,0,1,0.10000000000000002,0.10000000000002274,0.0005868541640226512,0.08799999999973807,0.11200000000008004,0.10100000000056752,9.999999999997726,exact,stable,0.00586854164022651,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,time_since_start_ms,False,s,24621,0,31.321,2493.321,2462.0,estimated,True,0,0,0,0,0.1,0.09999999999999432,0.0007830453578772541,0.08699999999998909,0.11199999999985266,0.10100000000011278,10.000000000000568,exact,stable,0.00783045357877254,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,time_since_start_ms,False,s,6813,0,2503.32,476.908,-2026.4120000000003,estimated,False,1,0,0,1,0.09999999999999996,0.09999999999999432,0.0007916017857307495,0.09499999999979991,0.10500000000001819,0.10100000000011278,10.000000000000568,exact,stable,0.007916017857307498,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,time_since_start_ms,False,s,37183,0,476.408,4194.607,3718.199,estimated,True,0,0,0,0,0.099999973105266,0.09999999999990905,0.0008548116913381289,0.08199999999987995,0.12100000000009459,0.10100000000056752,10.000000000009095,exact,stable,0.008548119212375214,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,time_since_start_ms,False,s,94600,0,8.429,363.209,354.78000000000003,estimated,False,2,1799,0,2,0.09999998942884024,0.09999999999990905,0.000861198001403049,0.08199999999999363,0.11700000000001864,0.10199999999986176,10.000000000009095,exact,stable,0.008611980924416751,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,time_since_start_ms,False,s,11486,0,2.607,1151.107,1148.5,estimated,True,0,0,0,0,0.1,0.10000000000002274,0.0008482613014428688,0.08600000000001273,0.11299999999999955,0.10200000000008913,9.999999999997726,exact,stable,0.008482613014428687,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,time_since_start_ms,False,s,67523,0,0.038,6752.2390000000005,6752.201000000001,estimated,True,0,0,0,0,0.10000001480998787,0.09999999999990905,0.000859756537429444,0.05899999999996908,0.1410000000000764,0.10199999999986176,10.000000000009095,exact,stable,0.00859756410099624,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,time_since_start_ms,False,s,1502,0,956.5120000000001,1106.612,150.10000000000002,estimated,True,0,0,0,0,0.10000000000000002,0.10000000000002274,0.0006867936684094969,0.0909999999998945,0.10900000000003729,0.10199999999986176,9.999999999997726,exact,stable,0.006867936684094968,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,time_since_start_ms,False,s,510,0,1118.512,1169.412,50.90000000000009,estimated,True,0,0,0,0,0.10000000000000017,0.09999999999990905,0.0005779171326261398,0.09699999999997999,0.10200000000008913,0.10199999999986176,10.000000000009095,exact,stable,0.005779171326261388,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,time_since_start_ms,False,s,610,0,1181.512,1242.412,60.90000000000009,estimated,True,0,0,0,0,0.10000000000000014,0.09999999999990905,0.0006225114661160281,0.09699999999997999,0.10299999999983811,0.10200000000008913,10.000000000009095,exact,stable,0.006225114661160272,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,time_since_start_ms,False,s,404,0,1253.411,1293.712,40.30099999999993,estimated,True,0,0,0,0,0.100002481389578,0.09999999999990905,0.0006437281275863538,0.09600000000000364,0.10399999999981446,0.1019799999998668,10.000000000009095,exact,stable,0.006437121545800378,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,time_since_start_ms,False,s,2885,0,1298.612,1587.012,288.39999999999986,estimated,True,0,0,0,0,0.09999999999999995,0.09999999999990905,0.0006363906545419011,0.09600000000000364,0.10500000000001819,0.10200000000008913,10.000000000009095,exact,stable,0.006363906545419014,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,time_since_start_ms,False,s,833,0,1597.912,1681.112,83.20000000000005,estimated,True,0,0,0,0,0.10000000000000006,0.09999999999990905,0.0008406728074789336,0.09000000000014552,0.10999999999989996,0.10200000000008913,10.000000000009095,exact,stable,0.008406728074789331,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,time_since_start_ms,False,s,11335,0,1686.8120000000001,2820.212,1133.3999999999999,estimated,True,0,0,0,0,0.09999999999999999,0.09999999999990905,0.0006473739217187765,0.09000000000014552,0.10999999999989996,0.10199999999986176,10.000000000009095,exact,stable,0.006473739217187766,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,time_since_start_ms,False,s,4519,0,2831.511,3284.497,452.9859999999999,estimated,True,0,0,0,0,0.10026250553342184,0.09999999999990905,0.01762333172974468,0.09300000000030195,1.2840000000001055,0.10100000000011278,10.000000000009095,exact,mostly_stable,0.17577190631716322,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,time_since_start_ms,False,s,292,0,3303.496,3332.597,29.101000000000113,estimated,True,0,0,0,0,0.10000343642611723,0.09999999999990905,0.0007058824108324434,0.09699999999975262,0.10400000000026921,0.1020000000003165,10.000000000009095,exact,stable,0.007058581545384702,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,time_since_start_ms,False,s,25676,0,0.02,2567.5190000000002,2567.4990000000003,estimated,True,0,0,0,0,0.09999996105160663,0.09999999999999432,0.0007051624896069295,0.08799999999996544,0.11099999999999,0.10199999999999998,10.000000000000568,exact,stable,0.007051627642564968,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,time_since_start_ms,False,s,954,0,2582.12,2677.42,95.30000000000018,estimated,True,0,0,0,0,0.10000000000000019,0.09999999999990905,0.0006060208578683719,0.09400000000005093,0.10599999999976717,0.10100000000011278,10.000000000009095,exact,stable,0.006060208578683708,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,time_since_start_ms,False,s,10991,0,2683.922,3782.92,1098.998,estimated,True,0,0,0,0,0.09999981801637853,0.09999999999990905,0.0006983667177389171,0.09000000000014552,0.10799999999971988,0.10199999999986176,10.000000000009095,exact,stable,0.006983679886542741,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,time_since_start_ms,False,s,3223,0,0.014,322.214,322.2,estimated,True,0,0,0,0,0.10000000000000002,0.09999999999999432,0.0006178595840064563,0.09499999999999886,0.10500000000000398,0.10199999999997544,10.000000000000568,exact,stable,0.006178595840064562,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta21.csv,time_since_start_ms,False,s,2079,0,310.314,518.114,207.8,estimated,True,0,0,0,0,0.1,0.10000000000002274,0.0005762378398905403,0.09600000000000364,0.10400000000004184,0.10099999999999909,9.999999999997726,exact,stable,0.005762378398905403,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta22.csv,time_since_start_ms,False,s,1564,0,519.114,675.415,156.30099999999993,estimated,True,0,0,0,0,0.10000063979526547,0.10000000000002274,0.000590498103608361,0.09600000000000364,0.10400000000004184,0.10199999999997544,9.999999999997726,exact,stable,0.0059049432565362265,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta23.csv,time_since_start_ms,False,s,1110,0,678.315,789.215,110.89999999999998,estimated,True,0,0,0,0,0.09999999999999998,0.10000000000002274,0.0006454390164007024,0.09500000000002728,0.10400000000004184,0.10199999999997544,9.999999999997726,exact,stable,0.006454390164007026,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta24.csv,time_since_start_ms,False,s,1171,0,794.214,911.215,117.00099999999998,estimated,True,0,0,0,0,0.10000085470085468,0.10000000000002274,0.000668586431579755,0.09600000000000364,0.10400000000004184,0.10199999999997544,9.999999999997726,exact,stable,0.006685807172146507,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta25.csv,time_since_start_ms,False,s,646,0,914.616,979.114,64.49800000000005,estimated,True,0,0,0,0,0.09999689922480627,0.10000000000002274,0.0005623783912630726,0.09699999999997999,0.1029999999999518,0.10099999999999909,9.999999999997726,exact,stable,0.005623958298934565,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta26.csv,time_since_start_ms,False,s,1935,0,987.214,1180.614,193.39999999999998,estimated,True,0,0,0,0,0.09999999999999999,0.09999999999990905,0.0005815146218444815,0.09600000000000364,0.10300000000006548,0.10100000000011278,10.000000000009095,exact,stable,0.005815146218444815,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta27.csv,time_since_start_ms,False,s,2540,0,1187.914,1441.814,253.9000000000001,estimated,True,0,0,0,0,0.10000000000000003,0.09999999999990905,0.0005332578389420388,0.09600000000000364,0.10400000000004184,0.10100000000011278,10.000000000009095,exact,stable,0.005332578389420386,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,time_since_start_ms,False,s,4210,0,1473.214,1894.114,420.9000000000001,estimated,True,0,0,0,0,0.10000000000000002,0.09999999999990905,0.0005820634108166454,0.0929999999998472,0.1069999999999709,0.10100000000011278,10.000000000009095,exact,stable,0.005820634108166453,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta29.csv,time_since_start_ms,False,s,23705,0,0.015,2369.793,2369.7780000000002,estimated,False,0,4,4,0,0.09999063291139242,0.09999999999999432,0.0011217812934407885,0.0009999999999763531,0.11099999999999,0.10199999999986176,10.000000000000568,exact,stable,0.01121886381532223,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta3.csv,time_since_start_ms,False,s,645,0,0.012,64.412,64.4,estimated,True,0,0,0,0,0.1,0.10000000000000142,0.0005897678246195116,0.09600000000000009,0.10400000000000276,0.10100000000000467,9.999999999999858,exact,stable,0.0058976782461951155,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,time_since_start_ms,False,s,17136,0,2383.093,4096.593,1713.5,estimated,True,0,0,0,0,0.1,0.09999999999990905,0.0007316274115907559,0.0660000000002583,0.13400000000001455,0.10100000000011278,10.000000000009095,exact,stable,0.007316274115907559,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta4.csv,time_since_start_ms,False,s,1789,0,93.513,272.312,178.799,estimated,True,0,0,0,0,0.09999944071588367,0.09999999999999432,0.0005651114205424006,0.09600000000000364,0.10400000000001342,0.10200000000000387,10.000000000000568,exact,stable,0.00565114581138492,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta5.csv,time_since_start_ms,False,s,307,0,280.512,311.112,30.600000000000023,estimated,True,0,0,0,0,0.10000000000000007,0.10000000000002274,0.0004917622040805475,0.09799999999995634,0.10199999999997544,0.10100000000005309,9.999999999997726,exact,stable,0.004917622040805471,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta6.csv,time_since_start_ms,False,s,1376,0,318.112,455.612,137.5,estimated,True,0,0,0,0,0.1,0.10000000000002274,0.0005981790549812061,0.09499999999997044,0.10599999999999454,0.101260000000035,9.999999999997726,exact,stable,0.005981790549812061,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta7.csv,time_since_start_ms,False,s,840,0,461.41200000000003,545.312,83.89999999999998,estimated,True,0,0,0,0,0.09999999999999998,0.10000000000002274,0.0006604798342438896,0.09100000000000819,0.10800000000000409,0.10099999999999909,9.999999999997726,exact,stable,0.006604798342438898,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,time_since_start_ms,False,s,3676,0,551.412,918.912,367.5,estimated,True,0,0,0,0,0.1,0.10000000000002274,0.0006606531503242498,0.09199999999998454,0.10799999999994725,0.10199999999997544,9.999999999997726,exact,stable,0.006606531503242498,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta9.csv,time_since_start_ms,False,s,156,0,929.513,945.011,15.497999999999934,estimated,True,0,0,0,0,0.09998709677419312,0.10000000000002274,0.0006323238938723379,0.09699999999997999,0.10199999999997544,0.10199999999997544,9.999999999997726,exact,stable,0.006324054945813188,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,time_since_start_ms,False,s,32459,0,0.029,3245.828,3245.799,estimated,False,0,5456,5456,0,0.1202058736389897,0.09999999999990905,4.024250336301483,0.0009999999999763531,661.3760000000001,0.10100000000011278,10.000000000009095,exact,severely_irregular,33.47798418226534,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb10.csv,time_since_start_ms,False,s,196,0,8176.9130000000005,8196.413,19.5,estimated,True,0,0,0,0,0.1,0.1000000000003638,0.000865284894516179,0.09500000000116415,0.10499999999956344,0.1021199999998862,9.99999999996362,exact,stable,0.00865284894516179,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb11.csv,time_since_start_ms,False,s,361,0,8205.914,8241.914,36.0,estimated,True,0,0,0,0,0.1,0.1000000000003638,0.0008498365856886943,0.09600000000136788,0.10300000000097498,0.10299999999915599,9.99999999996362,exact,stable,0.008498365856886942,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb12.csv,time_since_start_ms,False,s,447,0,8251.013,8295.614,44.60099999999875,estimated,True,0,0,0,0,0.10000224215246356,0.1000000000003638,0.0007071032264872979,0.09699999999975262,0.10300000000097498,0.10200000000077125,9.99999999996362,exact,stable,0.007070873725103556,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb2.csv,time_since_start_ms,False,s,5712,0,0.014,571.114,571.1,estimated,True,0,0,0,0,0.1,0.10000000000000142,0.0006498791019387002,0.09399999999993724,0.10700000000008458,0.10199999999997544,9.999999999999858,exact,stable,0.006498791019387002,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,time_since_start_ms,False,s,8240,0,581.214,1405.114,823.9,estimated,True,0,0,0,0,0.09999999999999999,0.10000000000002274,0.0006602842113191995,0.09500000000002728,0.10599999999999454,0.10199999999986176,9.999999999997726,exact,stable,0.006602842113191995,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb4.csv,time_since_start_ms,False,s,556,0,1417.914,1473.414,55.5,estimated,True,0,0,0,0,0.1,0.09999999999990905,0.0005631315273711161,0.09799999999995634,0.10200000000008913,0.10100000000011278,10.000000000009095,exact,stable,0.005631315273711161,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb5.csv,time_since_start_ms,False,s,64388,0,1472.613,7911.314,6438.701,estimated,True,0,0,0,0,0.10000001553108546,0.09999999999990905,0.0008643267564102214,0.07999999999992724,0.11900000000014188,0.10199999999986176,10.000000000009095,exact,stable,0.00864326622170915,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb6.csv,time_since_start_ms,False,s,498,0,7944.914,7994.6140000000005,49.70000000000073,estimated,True,0,0,0,0,0.10000000000000146,0.1000000000003638,0.001166259390450778,0.08799999999973807,0.11200000000008004,0.10199999999986176,9.99999999996362,exact,stable,0.01166259390450761,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb7.csv,time_since_start_ms,False,s,461,0,7998.9130000000005,8044.914,46.000999999999294,estimated,True,0,0,0,0,0.10000217391304195,0.1000000000003638,0.0007024767149111802,0.09599999999954889,0.10300000000006548,0.10199999999986176,9.99999999996362,exact,stable,0.007024614440102342,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb8.csv,time_since_start_ms,False,s,668,0,8052.914,8119.6140000000005,66.70000000000073,estimated,True,0,0,0,0,0.10000000000000109,0.1000000000003638,0.0009276689685508391,0.09399999999914144,0.10500000000047294,0.10300000000006548,9.99999999996362,exact,stable,0.00927668968550829,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb9.csv,time_since_start_ms,False,s,452,0,8124.915,8170.014,45.09900000000016,estimated,True,0,0,0,0,0.09999778270510014,0.1000000000003638,0.0006936483813636518,0.09699999999975262,0.10300000000006548,0.10199999999986176,9.99999999996362,exact,stable,0.006936637619348673,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw1.csv,time_since_start_ms,False,s,20476,0,0.019,2047.519,2047.5,estimated,True,0,0,0,0,0.1,0.10000000000000142,0.0007956536388829012,0.08399999999983265,0.1150000000000091,0.10100000000011278,9.999999999999858,exact,stable,0.007956536388829013,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw10.csv,time_since_start_ms,False,s,652,0,13938.31,14003.41,65.10000000000036,estimated,True,0,0,0,0,0.10000000000000056,0.1000000000003638,0.000681103288533593,0.09699999999975262,0.10299999999915599,0.10199999999895226,9.99999999996362,exact,stable,0.006811032885335892,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw11.csv,time_since_start_ms,False,s,4909,0,14011.91,14502.710000000001,490.8000000000011,estimated,True,0,0,0,0,0.10000000000000023,0.1000000000003638,0.0007802576214755139,0.09100000000034925,0.10899999999855936,0.10199999999895226,9.99999999996362,exact,stable,0.007802576214755121,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw12.csv,time_since_start_ms,False,s,918,0,0.005,91.705,91.7,estimated,True,0,0,0,0,0.09999999999999999,0.10000000000000142,0.0006554860342617754,0.09699999999999998,0.10399999999999987,0.1010000000000062,9.999999999999858,exact,stable,0.0065548603426177545,False,VERIFIED_FROM_FILE,
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw13.csv,time_since_start_ms,False,s,284,0,0.41000000000000003,28.71,28.3,estimated,True,0,0,0,0,0.1,0.09999999999999964,0.0007280352571744978,0.09799999999999898,0.10200000000000031,0.10200000000000031,10.000000000000036,exact,stable,0.007280352571744977,False,VERIFIED_FROM_FILE,
