segment_id,session_id,source_file,status,sample_count,duration_s,measured_rate_hz,is_regular,duplicate_timestamp_rows,analysis_time_source,gravity_method,gravity_confidence,gravity_tilt_from_phone_z_deg,magnetometer_weight,magnetometer_issues,yaw_support,orientation_mean_confidence,orientation_skipped_steps,speed_reference,speed_valid_fraction,alignment_confidence,yaw_resolved,roll_deg,pitch_deg,yaw_deg,forward_correlation,forward_lag_s,gravity_residual_deg,longitudinal_correlation,lateral_correlation,dynamic_sample_count,seconds_per_sample,error
5d09dd027359:000,VTA6,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta6.csv,SUCCESS,1376,137.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9808,0.007734957460655138,0.8003,no issues detected,observed,0.9025,0,ref_velocity_mps,0.9985,0.1437,True,-0.002510751635108822,0.007316125557916856,32.64344072082034,0.6419290670229938,3.8000000000000003,1.1826250741171248e-18,-0.023989251557735968,0.02948635911573878,630,6.957877907510455e-05,
5d699a3e20de:000,VTB6,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb6.csv,INSUFFICIENT_MOTION,498,49.7,10.000009536752259,True,0,wall_clock,gravity_channel,0.9885,0.0071177528980026165,0.3,abrupt direction change,observed,0.7117,0,gnss_speed_mps,0.012,0.0,False,0.006161737084945923,-0.0035630608276609166,,,0.0,,,,0,9.39022088806747e-05,
5edb201c6796:000,VW16B,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw16b.csv,SUCCESS,1126,112.501,10.000009536752259,True,0,wall_clock,gravity_channel,0.9842,0.01799216671376788,0.8874,no issues detected,observed,0.9399,0,ref_velocity_mps,1.0,0.6791,True,-0.016211062491581725,0.007805095616047677,35.720665946145466,0.9623028990297081,3.8000000000000003,5.2873576332717144e-18,-0.05753326247527556,-0.058044483987803264,525,7.416367673033478e-05,
62fb3e3d9457:000,VTA16,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta16.csv,SUCCESS,11335,1133.4,10.000009536752259,True,0,wall_clock,gravity_channel,0.9873,0.0030077806525527916,0.3,dip inconsistent,observed,0.7109,0,ref_velocity_mps,0.9993,0.0471,True,-0.002380866189362156,-0.0018379936463893036,-101.46227040053681,0.4113236516774328,4.800000000000001,2.0778007755358124e-19,-0.024875982406825987,0.00013316466679735088,3093,8.816445522690434e-05,
63dcb0fceb5e:000,VTA22,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta22.csv,SUCCESS,1564,156.301,10.000009536752259,True,0,wall_clock,gravity_channel,0.9808,0.00749576183582327,0.3,dip inconsistent,observed,0.7062,0,ref_velocity_mps,0.9981,0.0994,True,-0.007449824607243449,-0.0008285884530716637,150.95150055385895,0.5365263905605164,-6.2,7.711734670017221e-19,-0.0016330172818882103,0.22750621936377957,721,7.102257033060913e-05,
65348172ad4e:000,VFA02,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vfa02.csv,SUCCESS,67523,6752.201,10.000009536752259,True,0,wall_clock,gravity_channel,0.9893,0.0004923374669964591,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,1.0,0.5757,True,-0.0004855768058752941,8.131019004156193e-05,68.91103455824741,0.8501508893912072,5.0,3.540215865010834e-19,-0.019463622537582704,-0.03291554632089516,9305,5.643918516660702e-05,
66355f866e3d:000,VW16B,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16b.csv,SUCCESS,1126,112.501,10.000009536752259,True,0,wall_clock,gravity_channel,0.9842,0.01799216671376788,0.8874,no issues detected,observed,0.9399,0,ref_velocity_mps,0.9671,0.6557,True,-0.016211062491581718,0.00780509561604766,35.68488036104089,0.9601536586515321,3.8000000000000003,1.8838856783964874e-18,-0.05805055168880649,-0.05138406781543998,528,6.96405861444017e-05,
6896dfad520b:000,VTB5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb5.csv,SUCCESS,64388,6438.701,10.000009536752259,True,0,wall_clock,gravity_channel,0.9889,0.0011502952159335067,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9986,0.1924,True,-0.0008369930796342856,0.0007890637924072537,47.41692983672552,0.7539110077314325,4.800000000000001,5.404309923012392e-20,0.0016936951398875786,-0.11304009850123366,16367,5.9231286885511775e-05,
68e3eeebef96:000,VW15,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw15.csv,INSUFFICIENT_MOTION,1380,137.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9987,0.0009247422310808276,0.9224,no issues detected,observed,0.9677,0,ref_velocity_mps,1.0,0.0,False,0.000920417277605128,8.933212767512193e-05,,,0.0,,,,0,0.00014015659419954686,
6a95e9794088:000,T5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T5.csv,MAG_DISTURBED,46387,2036.992,23.809492452926584,False,24697,wall_clock,gravity_channel,0.8548,11.226852211704935,0.0,unusable,dead_reckoned,0.5,14249,gnss_speed_mps,0.0089,0.0,False,-1.4902483700609064,11.12876320314573,,0.283871129304846,0.0,,,,78,6.135821027480328e-05,
6cf4b689fa81:000,VTB11,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb11.csv,INSUFFICIENT_MOTION,361,36.0,10.000009536752259,True,0,wall_clock,gravity_channel,0.9866,0.01793957780508973,0.3,abrupt direction change,observed,0.7103,0,gnss_speed_mps,0.0139,0.0,False,-0.017089316379701628,0.0054574461410788425,,,0.0,,,,0,0.00010262243768137073,
6d3b6e43afbe:000,VTB8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb8.csv,SUCCESS,668,66.7,10.000009536752259,True,0,wall_clock,gravity_channel,0.9865,0.010727592828677341,0.9477,no issues detected,observed,0.9659,0,ref_velocity_mps,1.0,0.1908,True,0.010575349556136272,-0.0018008969154973248,30.97528660825742,0.9797795429345753,2.2,1.0515308509661443e-18,0.0031249775453162745,-0.2896268843015611,110,0.0001539994011977116,
71453d0af0d3:000,M,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-M.csv,SUCCESS,105974,10599.623,10.000009536752259,True,0,wall_clock,gravity_channel,0.987,0.001569534485289818,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,2,ref_velocity_mps,0.9999,0.0949,True,-0.0013036523107188805,0.000874030407596398,31.008841014480915,0.5242537109779343,4.2,4.1496268185715813e-19,-0.019673822315884965,-0.07285677554948597,32765,9.766603317793564e-05,
751e3a387bd3:000,VW9,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw9.csv,INSUFFICIENT_MOTION,552,55.101,10.000009536752259,True,0,wall_clock,gravity_channel,0.9844,0.01588866308974896,0.3,dip inconsistent,observed,0.7088,0,gnss_speed_mps,0.0127,0.0,False,-0.013434945845078332,0.008482443412043393,,,0.0,,,,1,6.885072463668673e-05,
7763df94e92d:000,A6,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A6.csv,INSUFFICIENT_MOTION,86034,8537.402,10.000009536752259,True,8,wall_clock,gravity_channel,0.9862,0.0020493912015677363,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,4,ref_velocity_mps,0.09,0.0,False,-0.001905719966656316,0.0007538141056941281,,,0.0,,,,0,6.555120301284756e-05,
77dfd320c66a:000,VW16A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16a.csv,SUCCESS,5879,587.799,10.000009536752259,True,0,wall_clock,gravity_channel,0.9861,0.00894440049440462,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9758,0.7732,True,0.0009401501013461205,-0.008894853455698171,37.779230472077444,0.9369807858273689,4.4,2.591916085856821e-16,0.0330112686098557,-0.20600731106430237,1569,5.600954243776026e-05,
79a3cb847acd:000,VTA25,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta25.csv,INSUFFICIENT_MOTION,646,64.498,10.000009536752259,True,0,wall_clock,gravity_channel,0.9926,0.0006010462444472649,0.3,dip inconsistent,observed,0.7147,0,gnss_speed_mps,0.0093,0.0,False,0.00026771019266779046,-0.0005381336643405494,,,0.0,,,,1,0.00012250448914187824,
79d0af64caf8:000,VW14C,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw14c.csv,SUCCESS,15826,1582.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9889,0.0016312296307335495,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,1.0,0.0985,True,-4.954376199024964e-05,0.0016304770847306107,-8.820728456028085,0.5324132360465239,4.2,1.8607214234446514e-18,-0.009001906963301385,-0.12897044266052363,5330,6.398130291872662e-05,
7a8bd69ead89:000,VTB3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb3.csv,SUCCESS,8240,823.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9943,0.0017047423714073987,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,1.0,0.2209,True,0.0010044426767490738,-0.001377403884919466,33.476789137962875,0.9613760216547359,3.8000000000000003,4.880910488886136e-19,0.023491060488858687,-0.26881670149104475,160,8.857606796120256e-05,
7aff2d8777e0:000,VTA5,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta5.csv,INSUFFICIENT_MOTION,307,30.6,10.000009536752259,True,0,wall_clock,gravity_channel,0.9879,0.004919888708717705,0.7461,no issues detected,observed,0.8875,0,gnss_speed_mps,0.013,0.0,False,-0.0030678567281832952,-0.0038462397241640165,,,0.0,,,,2,9.347166121309375e-05,
7bd4640e4db3:000,VTA2,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta2.csv,SUCCESS,10991,1098.998,10.000009536752259,True,0,wall_clock,gravity_channel,0.9838,0.0003231683243952348,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9999,0.1782,True,0.0001247634043470292,-0.0002981138353520411,11.643937976141217,0.7227149339470569,0.6000000000000001,8.623861443584399e-20,0.21344390082465878,-0.01467051416788474,4250,6.066958420603539e-05,
7d5d51193b78:000,VTA15,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta15.csv,SUCCESS,833,83.2,10.000009536752259,True,0,wall_clock,gravity_channel,0.9861,0.0029336689237811327,0.9337,no issues detected,observed,0.96,0,ref_velocity_mps,1.0,0.1111,True,-0.0013733365951558597,0.0025923657056927505,-111.60293802068728,0.7060276650409526,3.0,3.2476932749783984e-18,-0.008318351180236773,-0.0056135808100948766,103,8.885810323034962e-05,
7f899dfeb1c3:000,VW8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw8.csv,SUCCESS,1529,152.8,10.000009536752259,True,0,wall_clock,gravity_channel,0.984,0.007926394763140675,0.3,dip inconsistent,observed,0.7085,0,ref_velocity_mps,0.9712,0.0497,True,-0.006757471901409438,0.004142982925669657,66.80777845841816,0.41777181781415845,7.800000000000001,5.603486373696513e-19,-0.008658406613588883,-0.07926241954675368,788,7.0706474821816e-05,
819c5c4bb272:000,S1,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,SUCCESS,51746,5174.499,10.000009536752259,True,0,wall_clock,gravity_channel,0.9912,0.0010138184939156379,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9992,0.2001,True,0.00020272868856697555,0.0009933423465459453,43.71717987139044,0.6482206544360524,4.6000000000000005,1.4347447478491836e-20,-0.04207849601011877,-0.0631085976994413,18813,7.517349746817285e-05,
82e456eb6e00:000,VTA11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta11.csv,INSUFFICIENT_MOTION,510,50.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9877,0.005831808084076556,0.3,dip inconsistent,observed,0.7112,0,gnss_speed_mps,0.0118,0.0,False,0.0017092551244783905,0.005575700176495753,,,0.0,,,,2,7.3578627466215e-05,
836db6cc3414:000,VW14A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14a.csv,SUCCESS,3138,313.7,10.000009536752259,True,0,wall_clock,gravity_channel,0.9844,0.00650569969643772,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9955,0.2591,True,-0.0064157579282287545,-0.0010780439469043593,-80.41222348653945,0.9141176547822505,4.0,5.568412109419765e-19,-0.0018658786431866741,-0.03483108829351005,801,4.4073900571072186e-05,
85be9e57dfa6:000,VW15,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,INSUFFICIENT_MOTION,1380,137.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9987,0.0009247422310808286,0.9224,no issues detected,observed,0.9677,0,ref_velocity_mps,1.0,0.0,False,0.0009204172776178507,8.933212767512277e-05,,,0.0,,,,0,0.00013850920288899468,
87c795b6c20e:000,VTB11,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb11.csv,INSUFFICIENT_MOTION,361,36.0,10.000009536752259,True,0,wall_clock,gravity_channel,0.9866,0.01793957780508973,0.3,abrupt direction change,observed,0.7103,0,gnss_speed_mps,0.0139,0.0,False,-0.017089316379692656,0.005457446141078849,,,0.0,,,,0,7.797174518179778e-05,
887c7597bd65:000,A9,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A9.csv,SUCCESS,11962,5980.499,2.0,True,0,wall_clock,gravity_channel,0.7719,1.152654457199995,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,3578,ref_velocity_mps,0.4089,0.6138,True,0.42647218559754513,-1.0708664488229023,1.3821071562121854,0.9141418435546349,1.4000000000000001,4.788172867292864e-15,0.5118153921146517,-0.4855721541876759,1179,5.428041297626652e-05,
8a6e2591b451:000,A1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,INSUFFICIENT_MOTION,5942,2970.605,2.0,True,0,wall_clock,gravity_channel,0.9642,0.03381261938829675,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,1497,gnss_speed_mps,0.004,0.0,False,0.00750622612081967,0.03296892181341806,,,0.0,,,,5,5.547261864787566e-05,
8aa3df49db9b:000,VTA21,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta21.csv,SUCCESS,2079,207.8,10.000009536752259,True,0,wall_clock,gravity_channel,0.9788,0.006726384703426794,0.3,dip inconsistent,observed,0.7047,0,ref_velocity_mps,0.9745,0.1574,True,-0.005920301514968372,-0.0031928484440446603,-22.482127382945542,0.6751529860760966,4.800000000000001,1.997802002133656e-17,-0.0055248196864740515,-0.1877970661913784,888,6.91847522828608e-05,
8e085465f038:000,S3A,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,SUCCESS,24621,2462.0,10.000009536752259,True,0,wall_clock,gravity_channel,0.9952,0.0006810481850988963,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9954,0.0566,True,0.0002575188238615875,0.000630484484968601,28.160988415059936,0.43267517403690725,4.6000000000000005,1.0764945362666149e-19,0.008751674202067081,0.0038548475821267524,7886,7.298523618076137e-05,
96b4949e2c7d:000,A7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A7.csv,INSUFFICIENT_MOTION,43872,4387.1,10.000009536752259,True,0,wall_clock,gravity_channel,0.9885,0.0020646547138813585,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.0985,0.0,False,0.0020559368562685777,-0.00018953292740090042,,,0.0,,,,0,6.052843499250154e-05,
97658ff6d1e6:000,VTA15,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,SUCCESS,833,83.2,10.000009536752259,True,0,wall_clock,gravity_channel,0.9861,0.0029336689237811314,0.9337,no issues detected,observed,0.96,0,ref_velocity_mps,0.9976,0.1111,True,-0.0013733365951558647,0.0025923657056927526,-111.60293802068728,0.7060276650409526,3.0,7.141933386478921e-18,-0.008289899584570302,-0.006290053462413602,103,8.72249699796976e-05,
9809c567bbe8:000,VTA12,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta12.csv,SUCCESS,610,60.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9895,0.008740564266510481,0.7048,no issues detected,observed,0.8727,0,ref_velocity_mps,0.9967,0.3526,True,0.007877950990331277,0.0037862054858756673,-0.795226611647239,0.9521223743538275,8.4,1.9934764839151064e-17,-0.031932842532314466,0.0751692449566564,329,9.570639348134673e-05,
9837d2ebc699:000,VTB7,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb7.csv,INSUFFICIENT_MOTION,461,46.001,10.000009536752259,True,0,wall_clock,gravity_channel,0.9891,0.007772776973007892,0.6873,no issues detected,observed,0.8653,0,gnss_speed_mps,0.013,0.0,False,-0.0034054467318270065,0.006987059072759013,,,0.0,,,,1,8.665466378215668e-05,
9879c75d65da:000,VTA8,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta8.csv,SUCCESS,3676,367.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9881,0.0031711394839466496,0.3,dip inconsistent,observed,0.7114,0,ref_velocity_mps,0.9951,0.2156,True,0.002151726049999085,0.002329420665090735,-0.9697704674890735,0.7374786648014169,5.2,1.2076146298106408e-17,-0.05622434288463701,0.025727258293635192,1054,9.914306311014841e-05,
99845be37ef3:000,A4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A4.csv,INSUFFICIENT_MOTION,32829,3282.8,10.000009536752259,True,0,wall_clock,gravity_channel,0.9845,0.00590678678837673,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.0963,0.0,False,-0.0019294813554269388,0.005582762029156171,,,0.0,,,,0,6.52568156202645e-05,
9a03b6e9ec4a:000,VW3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw3.csv,SUCCESS,3861,386.001,10.000009536752259,True,0,wall_clock,gravity_channel,0.9837,0.003483346853595975,0.3,dip inconsistent,observed,0.7082,0,ref_velocity_mps,1.0,0.0803,True,0.0019457415106549998,-0.0028892551426587375,6.821885096482128,0.4903767693043693,-12.200000000000001,7.1608688394295e-18,-0.00775414132797369,-0.0959071883091205,1376,6.886482776538366e-05,
9b6078292366:000,VTA23,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta23.csv,SUCCESS,1110,110.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.982,0.0006044128541696007,0.3,dip inconsistent,observed,0.707,0,ref_velocity_mps,0.9919,0.2743,True,-0.00036793167491934735,0.00047952182523806246,13.718312093464146,0.9518382737836346,3.0,9.825680849219902e-18,0.06087867289733614,-0.13286667989567028,376,7.491342344233212e-05,
9c89e57dc456:000,T3,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T3.csv,SUCCESS,65859,6469.241,10.000009536752259,True,1111,wall_clock,gravity_channel,0.8454,6.818357501902805,0.0,unusable,dead_reckoned,0.5,678,gnss_speed_mps,0.0109,0.0729,True,-5.447337914224091,-4.106991413555474,94.07697242408359,0.6131673528621564,0.0,4.431505616704897e-15,0.031215726653597512,-0.6271076136399132,101,7.507019541733536e-05,
9e3fc03408f1:000,VTB10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb10.csv,INSUFFICIENT_MOTION,196,19.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9801,0.009683016241067785,0.3,abrupt direction change,observed,0.7057,0,gnss_speed_mps,0.0153,0.0,False,0.0014040146855766684,-0.009580686108300101,,,0.0,,,,2,0.00010311683670769692,
a3979f48728a:000,VTA7,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta7.csv,SUCCESS,840,83.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9834,0.004875837447887375,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9714,0.2487,True,0.0015107489753450355,-0.004635884851535401,-8.132056987251863,0.8900635153562033,4.0,7.713824245904973e-18,0.28156533731684036,-0.0230477309343856,526,6.171059522741762e-05,
a5d4d99847a8:000,VTA10,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta10.csv,SUCCESS,1502,150.1,10.000009536752259,True,0,wall_clock,gravity_channel,0.9855,0.008731473626867867,0.3,dip inconsistent,observed,0.7095,0,ref_velocity_mps,1.0,0.1728,True,-0.00636739898911981,0.005974517717522723,77.66953926385855,0.7090948639360202,5.6000000000000005,1.5959459735963188e-18,0.09002601014363061,-0.013642796776296394,647,7.209920107327171e-05,
aa2774bec039:000,VW7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw7.csv,SUCCESS,1602,160.099,10.000009536752259,True,0,wall_clock,gravity_channel,0.9847,0.010706713104074315,0.3,dip inconsistent,observed,0.709,0,ref_velocity_mps,1.0,0.0351,True,-0.00998905392934002,0.0038538950738408184,159.30506471864587,0.38325829888406093,-14.600000000000001,2.187718239186682e-18,-0.003532353741898609,0.03165006260807578,783,8.061716604122389e-05,
aad875202b39:000,VW5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw5.csv,SUCCESS,1012,101.101,10.000009536752259,True,0,wall_clock,gravity_channel,0.9855,0.0034207595160314916,0.3,dip inconsistent,observed,0.7095,0,ref_velocity_mps,0.9684,0.2378,True,0.0005842651501516396,0.003370494014418658,-31.81642723572868,0.6762133578333952,6.4,7.661781832136918e-18,0.004561661398612806,-0.16828551066653435,427,8.56369565284292e-05,
abd8373222ff:000,VW17,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw17.csv,INSUFFICIENT_MOTION,329,32.801,10.000009536752259,True,0,wall_clock,gravity_channel,0.9875,0.002884685562711845,0.943,no issues detected,observed,0.9649,0,gnss_speed_mps,0.0122,0.0,False,0.0013176998993592976,-0.002566140637635079,,,0.0,,,,0,7.685349542416892e-05,
ac7c45d5dfb9:000,VTA7,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta7.csv,SUCCESS,840,83.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9834,0.004875837447887375,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9893,0.2495,True,0.0015107489753450427,-0.004635884851535401,-8.384657767472644,0.8921343705022631,4.0,1.036787655323758e-18,0.28621507201011653,-0.02155665824636965,527,5.87528571313236e-05,
ade9b3d779ac:000,VTA28,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta28.csv,LOW_HEADING_CONFIDENCE,4210,420.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.9811,0.006196973798271555,0.3,dip inconsistent,observed,0.7064,0,ref_velocity_mps,0.9888,0.0,False,-0.004055474481386272,-0.004685681489813792,,0.22657067410840076,0.0,,,,2006,7.707441805374107e-05,
ae588bfe13db:000,VW7,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw7.csv,SUCCESS,1602,160.099,10.000009536752259,True,0,wall_clock,gravity_channel,0.9847,0.010706713104074317,0.3,dip inconsistent,observed,0.709,0,ref_velocity_mps,1.0,0.002,True,-0.009989053929340016,0.0038538950738408193,64.3749900817032,0.3047082101140654,-6.4,2.9706233015278108e-18,-0.073797730706963,-0.12301775059336442,844,7.774288389008008e-05,
b15d7dcaa47b:000,S1,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S1.csv,SUCCESS,51746,5174.499,10.000009536752259,True,0,wall_clock,gravity_channel,0.9912,0.001013818493915638,0.0,"abrupt direction change, unstable magnitude, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,1.0,0.1966,True,0.00020272868856697522,0.0009933423465459453,43.8346148740049,0.6485167475748872,4.6000000000000005,1.9847082555478102e-20,-0.04179421670996121,-0.06315016907040921,18835,7.61441541373703e-05,
b3afee4fde18:000,VTA4,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta4.csv,SUCCESS,1789,178.799,10.000009536752259,True,0,wall_clock,gravity_channel,0.9824,0.0055118164531128494,0.3,dip inconsistent,observed,0.7073,0,ref_velocity_mps,0.9721,0.185,True,0.005440982506616436,0.0008808121126730549,4.139863246555051,0.7393439354096182,7.2,1.3668789733092669e-18,-0.10949029476341693,0.08850896510348387,449,7.30171045253955e-05,
b3cfa0685988:000,T4,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-T4.csv,SUCCESS,73482,3580.236,10.101012436301284,False,36027,wall_clock,gravity_channel,0.7793,1.6955885996277826,0.0,unusable,dead_reckoned,0.5,20916,gnss_speed_mps,0.0088,0.0002,True,-0.6417006268746798,1.569504382730092,-2.3402703223644425,0.3009890378294442,0.0,5.490995558816027e-16,0.008347158124812,0.8224308793034016,83,5.654046705303593e-05,
b5f5d659485e:000,VTB5,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb5.csv,SUCCESS,64388,6438.701,10.000009536752259,True,0,wall_clock,gravity_channel,0.9889,0.001150295215933507,0.0,"abrupt direction change, dip inconsistent",dead_reckoned,0.5,0,ref_velocity_mps,0.9953,0.1931,True,-0.0008369930796342855,0.0007890637924072543,47.598758618943904,0.755648911212331,3.6,1.5524895189733113e-19,0.008831453971992316,-0.11359738472325791,16523,5.875985897984621e-05,
b771523b2a83:000,VTA8,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,SUCCESS,3676,367.5,10.000009536752259,True,0,wall_clock,gravity_channel,0.9881,0.0031711394839466487,0.3,dip inconsistent,observed,0.7114,0,ref_velocity_mps,0.9897,0.3103,True,0.002151726049999184,0.0023294206650907364,-0.697967510633924,0.749770990265635,5.4,8.383710616964307e-17,-0.04865948464581361,0.025590798173786553,1026,9.893335146553712e-05,
b898b14918ea:000,VTA23,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta23.csv,SUCCESS,1110,110.9,10.000009536752259,True,0,wall_clock,gravity_channel,0.982,0.0006044128541695977,0.3,dip inconsistent,observed,0.707,0,ref_velocity_mps,1.0,0.2559,True,-0.00036793167491935055,0.000479521825238061,10.75584587301493,0.9080983122806591,3.4000000000000004,1.0985754558022848e-19,0.06711147568708326,-0.13123176751779153,372,7.312324325195388e-05,
