session_id,dataset_family,driver,driver_evidence,category,country,country_evidence,smartphone_files,vehicle_files,is_paired,pairing_evidence
VTA1B,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1b.csv,True,INFERRED
VTA2,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta2.csv,True,INFERRED
VTA20,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta20.csv,True,INFERRED
VTA21,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta21.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta21.csv,True,INFERRED
VTA22,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta22.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta22.csv,True,INFERRED
VTA23,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta23.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta23.csv,True,INFERRED
VTA24,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta24.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta24.csv,True,INFERRED
VTA25,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta25.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta25.csv,True,INFERRED
VTA26,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta26.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta26.csv,True,INFERRED
VTA27,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta27.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta27.csv,True,INFERRED
VTA28,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta28.csv,True,INFERRED
VTA29,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta29.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta29.csv,True,INFERRED
VTA3,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta3.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta3.csv,True,INFERRED
VTA30,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta30.csv,True,INFERRED
VTA4,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta4.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta4.csv,True,INFERRED
VTA5,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta5.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta5.csv,True,INFERRED
VTA6,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta6.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta6.csv,True,INFERRED
VTA7,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta7.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta7.csv,True,INFERRED
VTA8,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta8.csv,True,INFERRED
VTA9,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta9.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta9.csv,True,INFERRED
VTB1,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb1.csv,True,INFERRED
VTB10,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb10.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb10.csv,True,INFERRED
VTB11,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb11.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb11.csv,True,INFERRED
VTB12,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb12.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb12.csv,True,INFERRED
VTB2,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb2.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb2.csv,True,INFERRED
VTB3,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb3.csv,True,INFERRED
VTB4,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb4.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb4.csv,True,INFERRED
VTB5,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb5.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb5.csv,True,INFERRED
VTB6,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb6.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb6.csv,True,INFERRED
VTB7,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb7.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb7.csv,True,INFERRED
VTB8,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb8.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb8.csv,True,INFERRED
VTB9,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb9.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vtb9.csv,True,INFERRED
VW1,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw1.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw1.csv,True,INFERRED
VW10,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw10.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw10.csv,True,INFERRED
VW11,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw11.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw11.csv,True,INFERRED
VW12,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw12.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw12.csv,True,INFERRED
VW13,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw13.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw13.csv,True,INFERRED
VW14A,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14a.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw14a.csv,True,INFERRED
VW14B,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14b.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw14b.csv,True,INFERRED
VW14C,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14c.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw14c.csv,True,INFERRED
VW15,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw15.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw15.csv,True,INFERRED
VW16A,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16a.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw16a.csv,True,INFERRED
VW16B,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16b.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw16b.csv,True,INFERRED
VW17,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw17.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw17.csv,True,INFERRED
VW2,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw2.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw2.csv,True,INFERRED
VW3,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw3.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw3.csv,True,INFERRED
VW4,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw4.csv,True,INFERRED
VW5,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw5.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw5.csv,True,INFERRED
VW6,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw6.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw6.csv,True,INFERRED
VW7,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw7.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw7.csv,True,INFERRED
VW8,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw8.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw8.csv,True,INFERRED
VW9,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw9.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vw9.csv,True,INFERRED
Y1,synchronized_uncategorized,,UNVERIFIED,,,UNVERIFIED,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Y1.csv,True,INFERRED
M,unsynchronized_categorized,B,VERIFIED_FROM_FILE,M,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/M (Driver B)/V-M.csv,False,UNVERIFIED
S1,unsynchronized_categorized,A,VERIFIED_FROM_FILE,S,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S1/V-S1.csv,False,UNVERIFIED
S2,unsynchronized_categorized,A,VERIFIED_FROM_FILE,S,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S2/V-S2.csv,False,UNVERIFIED
S3A,unsynchronized_categorized,A,VERIFIED_FROM_FILE,S,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S3a/V-S3a.csv,False,UNVERIFIED
S3B,unsynchronized_categorized,A,VERIFIED_FROM_FILE,S,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S3b/V-S3b.csv,False,UNVERIFIED
S3C,unsynchronized_categorized,A,VERIFIED_FROM_FILE,S,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S3c/V-S3c.csv,False,UNVERIFIED
S4,unsynchronized_categorized,A,VERIFIED_FROM_FILE,S,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/S (Driver A)/S4/V-S4.csv,False,UNVERIFIED
ST1,unsynchronized_categorized,C,VERIFIED_FROM_FILE,St,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/St (Driver C)/St1/V-St1.csv,False,UNVERIFIED
ST4,unsynchronized_categorized,C,VERIFIED_FROM_FILE,St,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/St (Driver C)/St4/V-St4.csv,False,UNVERIFIED
ST6,unsynchronized_categorized,C,VERIFIED_FROM_FILE,St,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/St (Driver C)/St6/V-St6.csv,False,UNVERIFIED
ST7,unsynchronized_categorized,C,VERIFIED_FROM_FILE,St,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/St (Driver C)/St7/V-St7.csv,False,UNVERIFIED
VFA01,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfa01/V-Vfa01.csv,False,UNVERIFIED
VFA02,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfa02/V-Vfa02.csv,False,UNVERIFIED
VFB01A,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb01a/V-Vfb01a.csv,False,UNVERIFIED
VFB01B,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb01b/V-Vfb01b.csv,False,UNVERIFIED
VFB01C,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb01c/V-Vfb01c.csv,False,UNVERIFIED
VFB01D,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb01d/V-Vfb01d.csv,False,UNVERIFIED
VFB02A,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02a/V-Vfb02a.csv,False,UNVERIFIED
VFB02B,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02b/V-Vfb02b.csv,False,UNVERIFIED
VFB02C,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02c/V-Vfb02c.csv,False,UNVERIFIED
VFB02D,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02d/V-Vfb02d.csv,False,UNVERIFIED
VFB02E,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02e/V-Vfb02e.csv,False,UNVERIFIED
VFB02F,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02f/V-Vfb02f.csv,False,UNVERIFIED
VFB02G,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vf,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vf (Driver E)/V-Vfb02g/V-Vfb02g.csv,False,UNVERIFIED
VTA10,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta10/V-Vta10.csv,False,UNVERIFIED
VTA11,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta11/V-Vta11.csv,False,UNVERIFIED
VTA12,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta12/V-Vta12.csv,False,UNVERIFIED
VTA13,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta13/V-Vta13.csv,False,UNVERIFIED
VTA14,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta14/V-Vta14.csv,False,UNVERIFIED
VTA15,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta15/V-Vta15.csv,False,UNVERIFIED
VTA16,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta16/V-Vta16.csv,False,UNVERIFIED
VTA17,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta17/V-Vta17.csv,False,UNVERIFIED
VTA19,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta19/V-Vta19.csv,False,UNVERIFIED
VTA1A,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta01a/V-Vta1a.csv,False,UNVERIFIED
VTA1B,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta01b/V-Vta1b.csv,False,UNVERIFIED
VTA2,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta02/V-Vta2.csv,False,UNVERIFIED
VTA20,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta20/V-Vta20.csv,False,UNVERIFIED
VTA21,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta21/V-Vta21.csv,False,UNVERIFIED
VTA22,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta22/V-Vta22.csv,False,UNVERIFIED
VTA23,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta23/V-Vta23.csv,False,UNVERIFIED
VTA24,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta24/V-Vta24.csv,False,UNVERIFIED
VTA25,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta25/V-Vta25.csv,False,UNVERIFIED
VTA26,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta26/V-Vta26.csv,False,UNVERIFIED
VTA27,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta27/V-Vta27.csv,False,UNVERIFIED
VTA28,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta28/V-Vta28.csv,False,UNVERIFIED
VTA29,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta29/V-Vta29.csv,False,UNVERIFIED
VTA3,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta03/V-Vta3.csv,False,UNVERIFIED
VTA30,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta30/V-Vta30.csv,False,UNVERIFIED
VTA4,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta04/V-Vta4.csv,False,UNVERIFIED
VTA5,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta05/V-Vta5.csv,False,UNVERIFIED
VTA6,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta06/V-Vta6.csv,False,UNVERIFIED
VTA7,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta07/V-Vta7.csv,False,UNVERIFIED
VTA8,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta08/V-Vta8.csv,False,UNVERIFIED
VTA9,unsynchronized_categorized,E,VERIFIED_FROM_FILE,Vta,,UNVERIFIED,,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Vta (Driver E)/Vta09/V-Vta9.csv,False,UNVERIFIED
