pair_id,session_id,dataset_family,smartphone_file,vehicle_file,smartphone_segment,vehicle_segment,smartphone_start_s,smartphone_end_s,vehicle_start_s,vehicle_end_s,overlap_start_s,overlap_end_s,overlap_duration_s,clock_offset_s,estimated_offset_s,offset_method,offset_confidence,correlation,peak_margin,drift_detected,drift_estimate_s,drift_ppm,status,note
synchronized_categorized:VTB4,VTB4,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/V-vtb4.csv,bd191de76af1:000,bd4d02f88c0b:000,59398.376,59453.876,59398.8,59454.3,59398.8,59454.3,55.5,-0.42400000000634464,-0.42400000000634464,clock_difference,none,,,False,0.0,0.0,UNRESOLVED,aligned overlap 55.5s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:VTB5,VTB5,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,6896dfad520b:000,b694eaeeb984:000,59453.075,65891.776,59481.4,65920.1,59481.4,65890.1005,6408.700499999999,-28.324500000006083,1.67549999999477,speed_cross_correlation,high,0.9866818851128174,0.21864534456765494,False,0.000999999996565748,0.15531085414225657,CONFIRMED_BY_SIGNAL,speed correlation 0.987 at offset 1.68s (peak margin 0.219)
synchronized_categorized:VTB6,VTB6,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,437e6ff31147:000,ff570e77d68f:000,65925.376,65975.076,65926.9,65976.6,65926.9,65976.6,49.70000000001164,-1.5239999999976135,-1.5239999999976135,clock_difference,none,,,False,-1.4551915228366852e-11,-2.927950750173731e-07,UNRESOLVED,aligned overlap 49.7s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:VTB7,VTB7,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,3c912d93a732:000,067663bd7ab6:000,65979.375,66025.376,65981.2,66027.2,65981.2,66027.2,46.0,-1.8244999999951688,-1.8244999999951688,clock_difference,none,,,False,0.0010000000038417056,21.739130518297948,UNRESOLVED,aligned overlap 46.0s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:VTB8,VTB8,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,6d3b6e43afbe:000,c06b3df20364:000,66033.376,66100.076,66035.0,66101.7,66035.0,66100.0,65.0,-1.6239999999961583,0.07600000000429219,speed_cross_correlation,medium,0.7216208429532812,0.8324863973573794,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.722 at offset 0.08s (peak margin 0.832)
synchronized_categorized:VTB9,VTB9,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/V-vtb9.csv,2914b6a69096:000,3ad2255b751f:000,66105.377,66150.476,66107.0,66152.1,66107.0005,66152.09950000001,45.09900000001653,-1.6235000000087894,-1.6235000000087894,clock_difference,none,,,False,-0.0010000000038417056,-22.172949087396375,UNRESOLVED,aligned overlap 45.1s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:VW1,VW1,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,fbf968d0ce57:000,1c5f7db8725c:000,34675.816,36723.316,34575.4,36622.8,34575.4,36622.8,2047.4000000000015,100.46599999999671,100.46599999999671,clock_difference,low,,,False,0.09999999999854481,48.84243430621507,CLOCK_ONLY,signal alignment not confirmed (insufficient overlap or flat correlation surface); clock difference reported only
synchronized_categorized:VW10,VW10,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/V-Vw10.csv,dac55cdbb0b0:000,1591b8eda9cb:000,58061.904,58127.004,58062.4,58127.5,58062.4,58125.0,62.599999999998545,-0.4959999999991851,2.0040000000012768,speed_cross_correlation,high,0.8964416016838721,0.7533714081447085,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.896 at offset 2.00s (peak margin 0.753)
synchronized_categorized:VW11,VW11,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/V-Vw11.csv,d1fb2b7e3ad0:000,5ce83ed06846:000,58135.504,58626.304,58134.0,58624.8,58134.0,58621.6,487.59999999999854,1.503999999997177,4.703999999997649,speed_cross_correlation,high,0.9757203222906347,0.28267730892156373,False,-7.275957614183426e-12,-1.4824689515451065e-08,CONFIRMED_BY_SIGNAL,speed correlation 0.976 at offset 4.70s (peak margin 0.283)
synchronized_categorized:VW12,VW12,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,3db4ee68418f:000,b5448bfcb130:000,58640.205,58731.905,58636.2,58727.9,58636.9,58727.9,91.0,4.005000000001019,3.305000000001435,speed_cross_correlation,high,0.9245993865305785,0.7511689391296541,False,-7.275957614183426e-12,-7.934523025281439e-08,CONFIRMED_BY_SIGNAL,speed correlation 0.925 at offset 3.31s (peak margin 0.751)
synchronized_categorized:VW13,VW13,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,f86e535305a7:000,a1be801957c9:000,58826.104,58854.404,58825.1,58853.4,58825.1,58853.4,28.30000000000291,1.004000000000815,1.004000000000815,clock_difference,none,,,False,0.0,0.0,UNRESOLVED,aligned overlap 28.3s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:VW14A,VW14A,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,c33f936d8de8:000,a5bebc38b09c:000,58874.984,59188.684,58870.1,59183.8,58871.5,59183.8,312.3000000000029,4.883999999998196,3.483999999998602,speed_cross_correlation,high,0.8900612817896002,0.6592475032349072,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.890 at offset 3.48s (peak margin 0.659)
synchronized_categorized:VW14B,VW14B,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,0be63d31a967:000,506b8ce6f602:000,59188.983,61147.684,59185.1,61143.8,59185.1,61143.0005,1957.9005000000034,3.8834999999999127,4.68350000000035,speed_cross_correlation,high,0.9906930720242004,0.09196167903009378,False,0.000999999996565748,0.5105427051440985,CONFIRMED_BY_SIGNAL,speed correlation 0.991 at offset 4.68s (peak margin 0.092)
synchronized_categorized:VW14C,VW14C,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,79d0af64caf8:000,242132227ff2:000,61148.984,62731.484,61147.0,62729.5,61147.0,62727.7,1580.699999999997,1.9839999999967404,3.7839999999971923,speed_cross_correlation,high,0.9840684446447004,0.13714064116363933,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.984 at offset 3.78s (peak margin 0.137)
synchronized_categorized:VW15,VW15,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,85be9e57dfa6:000,1b9ee8079353:000,62989.943,63127.843,62986.9,63125.9,62987.45,63125.350000000006,137.90000000000873,2.492999999998574,2.492999999998574,clock_difference,low,,,True,-1.0999999999985448,-7913.669064737733,CLOCK_ONLY,signal alignment not confirmed (insufficient overlap or flat correlation surface); clock difference reported only
synchronized_categorized:VW16A,VW16A,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,fc23e971b8f3:000,02a947a7f434:000,63133.603,63721.402,63143.8,63731.6,63143.8,63717.3995,573.5994999999966,-10.1974999999984,4.002500000002229,speed_cross_correlation,high,0.9835971059337653,0.23517659509925115,False,-0.000999999996565748,-1.7012589257668518,CONFIRMED_BY_SIGNAL,speed correlation 0.984 at offset 4.00s (peak margin 0.235)
synchronized_categorized:VW16B,VW16B,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,5edb201c6796:000,5646f2e20776:000,63736.002,63848.503,63736.2,63848.7,63736.2,63845.000499999995,108.80049999999756,-0.1974999999983993,3.5025000000020796,speed_cross_correlation,high,0.9483603723318806,0.6393053449675845,False,0.000999999996565748,8.888888858362204,CONFIRMED_BY_SIGNAL,speed correlation 0.948 at offset 3.50s (peak margin 0.639)
synchronized_categorized:VW17,VW17,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,abd8373222ff:000,e3bdc8139966:000,63854.702,63887.503,63853.1,63885.9,63853.1,63885.9,32.80000000000291,1.6024999999972351,1.6024999999972351,clock_difference,none,,,False,0.000999999996565748,30.48780477334327,UNRESOLVED,aligned overlap 32.8s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:VW2,VW2,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,51abe4136abb:000,5cb2a91ed33e:000,36946.685,42217.884,36944.8,42215.9,36944.8,42213.6495,5268.849499999997,1.9344999999957508,4.23449999999621,speed_cross_correlation,high,0.983268330029638,0.15098569527719696,False,0.09900000000197906,18.781658477733128,CONFIRMED_BY_SIGNAL,speed correlation 0.983 at offset 4.23s (peak margin 0.151)
synchronized_categorized:VW3,VW3,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,9a03b6e9ec4a:000,c9a28bfa44a4:000,42239.984,42625.985,42240.0,42626.0,42240.0,42621.0005,381.0005000000019,-0.015500000001338776,4.984499999999159,speed_cross_correlation,high,0.943687754858267,0.609173011046178,False,0.0010000000038417056,2.590673585082139,CONFIRMED_BY_SIGNAL,speed correlation 0.944 at offset 4.98s (peak margin 0.609)
synchronized_categorized:VW4,VW4,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,fa0b8dc8dddf:000,2f233ca5b785:000,44127.004,56779.504,44126.7,56779.3,44126.7,56775.05,12648.350000000006,0.2540000000008149,4.454000000001301,speed_cross_correlation,high,0.9861001045401055,0.12208448340571854,False,-0.10000000000582077,-7.903513902740996,CONFIRMED_BY_SIGNAL,speed correlation 0.986 at offset 4.45s (peak margin 0.122)
synchronized_categorized:VW5,VW5,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,049ad3efce5a:000,0db45b1a102a:000,56796.903,56898.004,56794.1,56895.2,56794.1,56892.0005,97.90050000000338,2.8035000000018044,6.003500000002276,speed_cross_correlation,medium,0.7222489951594048,0.722657544295893,False,0.0010000000038417056,9.891196872816222,CONFIRMED_BY_SIGNAL,speed correlation 0.722 at offset 6.00s (peak margin 0.723)
synchronized_categorized:VW6,VW6,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,d37056443067:000,bddfff4d6696:000,56902.904,57030.904,56904.2,57032.2,56904.2,57029.1,124.90000000000146,-1.2959999999948195,1.8040000000056509,speed_cross_correlation,medium,0.6505492884404621,0.6631246779007822,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.651 at offset 1.80s (peak margin 0.663)
synchronized_categorized:VW7,VW7,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,aa2774bec039:000,e42fa1303dce:000,57309.004,57469.103,57476.8,57636.9,57476.8005,57636.8995,160.09900000000198,-167.79650000000038,-167.79650000000038,clock_difference,low,0.36794860631069776,0.19591750732337654,False,-0.000999999996565748,-6.246096168430713,CLOCK_ONLY,signal alignment not confirmed (correlation 0.368 below 0.5 or peak not distinct); clock difference reported only
synchronized_categorized:VW8,VW8,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,53a4a5b9494e:000,89692d9e3e6a:000,57489.004,57641.804,57650.0,57802.8,57650.0,57798.5,148.5,-160.99600000000282,-156.69600000000477,speed_cross_correlation,medium,0.6887409938668247,0.6662343532325495,False,-7.275957614183426e-12,-4.761752365303198e-08,CONFIRMED_BY_SIGNAL,speed correlation 0.689 at offset -156.70s (peak margin 0.666)
synchronized_categorized:VW9,VW9,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,1a9d760bc7d2:000,0e371904d8bc:000,57840.403,57895.504,57839.9,57895.1,57839.9495,57895.0505,55.10099999999511,0.45349999999962165,0.45349999999962165,clock_difference,none,,,False,-0.0989999999947031,-1793.4782607737015,UNRESOLVED,aligned overlap 55.1s is below the 60s minimum; alignment left UNRESOLVED
synchronized_categorized:Y1,Y1,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,4e0f18c9aeea:000,382cb04c75e8:000,65565.703,72957.021,61959.9,69626.7,62097.641,69488.959,7391.317999999999,3468.0619999999944,3468.0619999999944,clock_difference,low,0.18145582504055616,0.09328745768688931,True,-275.48199999999633,-35931.80988156681,CLOCK_ONLY,signal alignment not confirmed (correlation 0.181 below 0.5 or peak not distinct); clock difference reported only
synchronized_uncategorized:M,M,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-M.csv,71453d0af0d3:000,23f0904d08a7:000,33209.506,43809.129,29608.4,40205.7,29608.4,40204.76150000003,10596.361500000028,3602.2675000000017,3604.3674999999726,speed_cross_correlation,high,0.953466539444486,0.3382772257277371,True,2.323000000003958,219.20677908561228,CONFIRMED_BY_SIGNAL,speed correlation 0.953 at offset 3604.37s (peak margin 0.338)
synchronized_uncategorized:S1,S1,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S1.csv,819c5c4bb272:000,8e59eda9fa06:000,36469.546,41644.045,32869.0,38043.5,32869.0,38039.29950000003,5170.29950000003,3600.5455,3604.745499999969,speed_cross_correlation,high,0.9287008008207898,0.4678157220732277,False,-0.0010000000038417056,-0.19325538773634277,CONFIRMED_BY_SIGNAL,speed correlation 0.929 at offset 3604.75s (peak margin 0.468)
synchronized_uncategorized:S2,S2,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S2.csv,5851902ce5d4:000,492b2b544356:000,43431.741,52820.349,39824.4,49211.9,39827.446000000025,49211.9,9384.453999999976,3607.8950000000004,3604.2949999999764,speed_cross_correlation,high,0.9611641807177098,0.3055331227632194,True,1.1080000000001746,118.02929427431954,CONFIRMED_BY_SIGNAL,speed correlation 0.961 at offset 3604.29s (peak margin 0.306)
synchronized_uncategorized:S3A,S3A,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3a.csv,8e085465f038:000,97e24d298e0c:000,69711.494,72173.494,66118.0,68580.0,66118.0,68568.70000000004,2450.7000000000407,3593.494000000006,3604.7939999999685,speed_cross_correlation,high,0.966799708743137,0.2701416035349352,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.967 at offset 3604.79s (peak margin 0.270)
synchronized_uncategorized:S3B,S3B,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3b.csv,19e3c80523ef:000,0de2ff37232f:000,72183.493,72869.021,68582.8,69264.0,68582.8,69264.0,681.1999999999971,3602.8569999999963,3604.3569999999677,speed_cross_correlation,high,0.8457640522625148,0.6669245118383029,True,4.327999999994063,6353.493834401176,CONFIRMED_BY_SIGNAL,speed correlation 0.846 at offset 3604.36s (peak margin 0.667)
synchronized_uncategorized:S3C,S3C,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3c.csv,4eaf1873275a:000,86d8c37c03bb:000,72868.521,76586.72,69267.8,72986.0,69267.8,72981.99950000003,3714.1995000000315,3600.720499999996,3604.720499999965,speed_cross_correlation,high,0.9800230243516026,0.15411164200965144,False,-0.0009999999892897904,-0.2689473372303241,CONFIRMED_BY_SIGNAL,speed correlation 0.980 at offset 3604.72s (peak margin 0.154)
synchronized_uncategorized:S4,S4,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S4.csv,4a3b9065b673:000,12044e2b839a:000,65775.111,75548.216,62173.4,71633.3,62173.4,71633.3,9459.900000000001,3758.3135,3758.3135,clock_difference,low,0.45252839373072423,0.05387638288006652,True,313.20499999999447,33108.70093764146,CLOCK_ONLY,signal alignment not confirmed (correlation 0.453 below 0.5 or peak not distinct); clock difference reported only
synchronized_uncategorized:VFA01,VFA01,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa01.csv,c743ad854bd5:000,e690a419193d:000,33626.236,34774.736,33622.0,34775.4,33622.85,34771.35,1148.5,1.7859999999964202,3.3859999999968693,speed_cross_correlation,high,0.9781875411600788,0.2388054406343353,True,-4.900000000001455,-4248.309346281818,CONFIRMED_BY_SIGNAL,speed correlation 0.978 at offset 3.39s (peak margin 0.239)
synchronized_uncategorized:VFA02,VFA02,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa02.csv,65348172ad4e:000,85b9631ca6a8:000,35837.649,42589.85,35829.9,42605.3,35833.8995,42586.1005,6752.201000000001,-3.8505000000041036,3.7494999999964307,speed_cross_correlation,high,0.9893786534179181,0.08549303132183206,True,-23.199000000000524,-3424.004486820043,CONFIRMED_BY_SIGNAL,speed correlation 0.989 at offset 3.75s (peak margin 0.085)
synchronized_uncategorized:VTA10,VTA10,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta10.csv,1802cbfa0458:000,2848d229f4a5:000,43310.393,43460.493,43309.9,43460.0,43309.9,43455.3,145.40000000000146,0.4929999999985739,5.192999999999067,speed_cross_correlation,high,0.9622077154114043,0.5869681496709352,False,7.275957614183426e-12,4.8474068049190515e-08,CONFIRMED_BY_SIGNAL,speed correlation 0.962 at offset 5.19s (peak margin 0.587)
synchronized_uncategorized:VTA11,VTA11,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta11.csv,55296eaadaa7:000,12cf51936ea2:000,43472.393,43523.293,43471.9,43522.8,43471.9,43522.8,50.900000000001455,0.49299999999493593,0.49299999999493593,clock_difference,none,,,False,0.0,0.0,UNRESOLVED,aligned overlap 50.9s is below the 60s minimum; alignment left UNRESOLVED
synchronized_uncategorized:VTA12,VTA12,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta12.csv,e0ea65fc0a2f:000,c2ba3053903b:000,43535.393,43596.293,43535.1,43596.0,43535.1,43587.9,52.80000000000291,0.2929999999978463,8.392999999998388,speed_cross_correlation,none,0.9321974768067641,0.4238401262190189,False,0.0,0.0,UNRESOLVED,aligned overlap 52.8s is below the 60s minimum; alignment left UNRESOLVED
synchronized_uncategorized:VTA13,VTA13,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta13.csv,228caace5149:000,2654dd964866:000,43607.292,43647.593,43606.9,43647.2,43606.9,43647.2,40.299999999995634,0.39250000000174623,0.39250000000174623,clock_difference,none,,,False,0.0010000000038417056,24.81389587696809,UNRESOLVED,aligned overlap 40.3s is below the 60s minimum; alignment left UNRESOLVED
synchronized_uncategorized:VTA14,VTA14,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta14.csv,bb4a6ff8b36a:000,47fb8c1e6a90:000,43652.493,43940.893,43651.8,43940.2,43651.8,43935.7,283.8999999999942,0.6929999999993015,5.192999999999792,speed_cross_correlation,high,0.9466690416116322,0.36557751468366384,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.947 at offset 5.19s (peak margin 0.366)
synchronized_uncategorized:VTA15,VTA15,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta15.csv,97658ff6d1e6:000,7ce40f70af39:000,43951.793,44034.993,43948.8,44032.0,43948.8,44031.9,83.09999999999854,2.992999999998574,3.0929999999990017,speed_cross_correlation,high,0.9019314265957113,0.9081515476479278,False,7.275957614183426e-12,8.745141363201539e-08,CONFIRMED_BY_SIGNAL,speed correlation 0.902 at offset 3.09s (peak margin 0.908)
synchronized_uncategorized:VTA16,VTA16,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta16.csv,25bba4c7024d:000,c0d60dc9d7a3:000,44040.693,45174.093,44038.9,45172.3,44038.9,45169.100000000006,1130.2000000000044,1.7929999999978463,4.992999999998318,speed_cross_correlation,high,0.9701732159671583,0.21473432804524395,False,0.0,0.0,CONFIRMED_BY_SIGNAL,speed correlation 0.970 at offset 4.99s (peak margin 0.215)
synchronized_uncategorized:VTA17,VTA17,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta17.csv,e7dd97db647b:000,d635527b069d:000,45185.392,45638.378,45184.9,45636.7,45184.9,45633.793,448.8929999999964,1.0849999999991269,4.584999999999603,speed_cross_correlation,high,0.8899525751924311,0.8573019831357784,True,1.1860000000015134,2625.055334222056,CONFIRMED_BY_SIGNAL,speed correlation 0.890 at offset 4.58s (peak margin 0.857)
synchronized_uncategorized:VTA19,VTA19,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta19.csv,50a0ce6338f8:000,129785b49387:000,45657.377,45686.478,45656.9,45686.0,45656.9,45686.0,29.099999999998545,0.4775000000008731,0.4775000000008731,clock_difference,none,,,False,0.0010000000038417056,34.364261300403975,UNRESOLVED,aligned overlap 29.1s is below the 60s minimum; alignment left UNRESOLVED
synchronized_uncategorized:VTA1A,VTA1A,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1a.csv,25e382fbbc34:000,4b09e133584b:000,38507.363,41074.862,38521.0,41088.5,38521.0,41074.099500000004,2553.099500000004,-13.637500000000728,0.7624999999999034,speed_cross_correlation,high,0.9968764605681146,0.35415059182145836,False,-0.000999999996565748,-0.3894839324501453,CONFIRMED_BY_SIGNAL,speed correlation 0.997 at offset 0.76s (peak margin 0.354)
