relative_path,column,semantic_role,observed_min,observed_max,expected_low,expected_high,interpretation,evidence,detail
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-S4.csv,ACCELEROMETER Y,accel_y,-9.2256,52.3986,-50.0,50.0,possible_sensor_artifact,VERIFIED_FROM_FILE,"observed [-9.226, 52.4] outside screen [-50, 50]"
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta22.csv,GPS ACCURACY,gnss_accuracy,4.0,4.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 4.0 across 1564 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta25.csv,GPS ACCURACY,gnss_accuracy,3.0,3.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 3.0 across 646 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vta5.csv,GPS ACCURACY,gnss_accuracy,4.0,4.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 4.0 across 307 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb1.csv,GPS ACCURACY,gnss_accuracy,3.0,2400.0,0.0,1000.0,possible_sensor_artifact,VERIFIED_FROM_FILE,"observed [3, 2400] outside screen [0, 1000]"
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb10.csv,GPS ACCURACY,gnss_accuracy,4.0,4.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 4.0 across 196 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb3.csv,GPS SPEED,gnss_speed,-0.18,9.74,0.0,250.0,possible_valid_extreme,VERIFIED_FROM_FILE,"observed [-0.18, 9.74] outside screen [0, 250]"
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb3.csv,GPS ACCURACY,gnss_accuracy,2.0,2400.0,0.0,1000.0,possible_sensor_artifact,VERIFIED_FROM_FILE,"observed [2, 2400] outside screen [0, 1000]"
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb8.csv,GPS ACCURACY,gnss_accuracy,4.0,4.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 4.0 across 668 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vtb9.csv,GPS ACCURACY,gnss_accuracy,4.0,4.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 4.0 across 452 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,GPS LATITUDE,gnss_latitude,52.554695,52.554695,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 52.554695 across 20476 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,GPS LONGITUDE,gnss_longitude,-1.463064,-1.463064,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value -1.463064 across 20476 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,GPS ALTITUDE,gnss_altitude,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 20476 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,GPS SPEED,gnss_speed,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 20476 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw1.csv,GPS ACCURACY,gnss_accuracy,6.0,6.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 6.0 across 20476 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw13.csv,GPS ACCURACY,gnss_accuracy,4.0,4.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 4.0 across 284 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,GPS LATITUDE,gnss_latitude,52.596283,52.596283,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 52.596283 across 1380 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,GPS LONGITUDE,gnss_longitude,-1.608857,-1.608857,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value -1.608857 across 1380 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,GPS ALTITUDE,gnss_altitude,147.72,147.72,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 147.72 across 1380 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,GPS SPEED,gnss_speed,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 1380 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw15.csv,GPS ACCURACY,gnss_accuracy,6.0,6.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 6.0 across 1380 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-Vw17.csv,GPS ACCURACY,gnss_accuracy,6.0,6.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 6.0 across 329 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta12.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 690 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta13.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 473 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta14.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 2893 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta15.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 869 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta18.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 100 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta1b.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 956 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta29.csv,Steering Angle,steering_angle,0.0,800.8,-720.0,720.0,possible_valid_extreme,VERIFIED_FROM_FILE,"observed [0, 800.8] outside screen [-720, 720]"
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta30.csv,Steering Angle,steering_angle,0.0,800.8,-720.0,720.0,possible_valid_extreme,VERIFIED_FROM_FILE,"observed [0, 800.8] outside screen [-720, 720]"
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta6.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 1393 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vta9.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 226 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb11.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 433 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb6.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 508 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb8.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 699 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vtb9.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 457 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw1.csv,Heading,heading,329.705,329.705,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 329.705 across 20475 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw1.csv,Indicated Vehicle Speed,vehicle_speed,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 20475 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw15.csv,Indicated Vehicle Speed,vehicle_speed,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 1391 rows (possible stuck channel)
Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/V-Dataset/V-Vw17.csv,Steering Angle,steering_angle,0.0,0.0,nan,nan,possible_sensor_artifact,VERIFIED_FROM_FILE,constant value 0.0 across 329 rows (possible stuck channel)
