session_id,dataset_family,smartphone_file,vehicle_file,smartphone_rows,vehicle_rows,row_counts_match,smartphone_start_s,smartphone_end_s,vehicle_start_s,vehicle_end_s,raw_overlap_s,offset_start_s,offset_end_s,mean_offset_s,drift_s,drift_ppm,whole_hour_offset,residual_offset_s,aligned_overlap_s,interpretation,evidence,note
VW12,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,918,918,True,58640.205,58731.905,58636.2,58727.9,87.69499999999971,4.005000000004657,4.004999999997381,4.005000000001019,-7.275957614183426e-12,-7.934523025281439e-08,0,4.005000000001019,91.69999999999709,constant_offset,INFERRED,"stable offset 4.005s, drift -0.0000s"
VW13,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,284,284,True,58826.104,58854.404,58825.1,58853.4,27.296000000002095,1.004000000000815,1.004000000000815,1.004000000000815,0.0,0.0,0,1.004000000000815,28.30000000000291,constant_offset,INFERRED,"stable offset 1.004s, drift +0.0000s"
VW14A,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,3138,3138,True,58874.984,59188.684,58870.1,59183.8,308.81600000000617,4.883999999998196,4.883999999998196,4.883999999998196,0.0,0.0,0,4.883999999998196,313.70000000000437,constant_offset,INFERRED,"stable offset 4.884s, drift +0.0000s"
VW14B,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,19588,19588,True,59188.983,61147.684,59185.1,61143.8,1954.8170000000027,3.88300000000163,3.8839999999981956,3.8834999999999127,0.000999999996565748,0.5105427051440985,0,3.8834999999999127,1958.7000000000044,constant_offset,INFERRED,"stable offset 3.883s, drift +0.0010s"
VW14C,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,15826,15826,True,61148.984,62731.484,61147.0,62729.5,1580.5160000000033,1.9839999999967404,1.9839999999967404,1.9839999999967404,0.0,0.0,0,1.9839999999967404,1582.5,constant_offset,INFERRED,"stable offset 1.984s, drift +0.0000s"
VW15,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,1380,1391,False,62989.943,63127.843,62986.9,63125.9,135.95700000000215,3.0429999999978463,1.9429999999993015,2.492999999998574,-1.0999999999985448,-7913.669064737733,0,2.492999999998574,137.90000000000873,variable_offset_possible_drift,INFERRED,offset moved -1.1000s over 139.0s (-7913.7 ppm)
VW16A,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,5879,5879,True,63133.603,63721.402,63143.8,63731.6,577.601999999999,-10.197000000000116,-10.197999999996682,-10.1974999999984,-0.000999999996565748,-1.7012589257668518,0,-10.1974999999984,587.7989999999991,constant_offset,INFERRED,"stable offset -10.197s, drift -0.0010s"
VW16B,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,1126,1126,True,63736.002,63848.503,63736.2,63848.7,112.30299999999988,-0.19799999999668216,-0.19700000000011642,-0.1974999999983993,0.000999999996565748,8.888888858362204,0,-0.1974999999983993,112.5,constant_offset,INFERRED,"stable offset -0.197s, drift +0.0010s"
VW17,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,329,329,True,63854.702,63887.503,63853.1,63885.9,31.198000000003958,1.6019999999989523,1.602999999995518,1.6024999999972351,0.000999999996565748,30.48780477334327,0,1.6024999999972351,32.80000000000291,constant_offset,INFERRED,"stable offset 1.602s, drift +0.0010s"
VW2,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,52713,52712,False,36946.685,42217.884,36944.8,42215.9,5269.215000000004,1.8849999999947613,1.9839999999967404,1.9344999999957508,0.09900000000197906,18.781658477733128,0,1.9344999999957508,5271.0999999999985,variable_offset_possible_drift,INFERRED,offset moved +0.0990s over 5271.1s (+18.8 ppm)
VW3,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,3861,3861,True,42239.984,42625.985,42240.0,42626.0,385.9850000000006,-0.01600000000325963,-0.014999999999417923,-0.015500000001338776,0.0010000000038417056,2.590673585082139,0,-0.015500000001338776,386.0,constant_offset,INFERRED,"stable offset -0.016s, drift +0.0010s"
VW4,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,126526,126527,False,44127.004,56779.504,44126.7,56779.3,12652.296000000002,0.3040000000037253,0.20399999999790452,0.2540000000008149,-0.10000000000582077,-7.903513902740996,0,0.2540000000008149,12652.5,variable_offset_possible_drift,INFERRED,offset moved -0.1000s over 12652.6s (-7.9 ppm)
VW5,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,1012,1012,True,56796.903,56898.004,56794.1,56895.2,98.29699999999866,2.8029999999998836,2.8040000000037253,2.8035000000018044,0.0010000000038417056,9.891196872816222,0,2.8035000000018044,101.09999999999854,constant_offset,INFERRED,"stable offset 2.804s, drift +0.0010s"
VW6,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,1281,1281,True,56902.904,57030.904,56904.2,57032.2,126.70400000000518,-1.2959999999948195,-1.2959999999948195,-1.2959999999948195,0.0,0.0,0,-1.2959999999948195,128.0,constant_offset,INFERRED,"stable offset -1.296s, drift +0.0000s"
VW7,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,1602,1602,True,57309.004,57469.103,57476.8,57636.9,0.0,-167.7960000000021,-167.79699999999866,-167.79650000000038,-0.000999999996565748,-6.246096168430713,0,-167.79650000000038,160.09900000000198,constant_offset,INFERRED,"stable offset -167.797s, drift -0.0010s"
VW8,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,1529,1529,True,57489.004,57641.804,57650.0,57802.8,0.0,-160.99599999999919,-160.99600000000646,-160.99600000000282,-7.275957614183426e-12,-4.761752365303198e-08,0,-160.99600000000282,152.8000000000029,constant_offset,INFERRED,"stable offset -160.996s, drift -0.0000s"
VW9,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,552,553,False,57840.403,57895.504,57839.9,57895.1,54.697000000000116,0.5029999999969732,0.4040000000022701,0.45349999999962165,-0.0989999999947031,-1793.4782607737015,0,0.45349999999962165,55.10099999999511,variable_offset_possible_drift,INFERRED,offset moved -0.0990s over 55.2s (-1793.5 ppm)
Y1,synchronized_categorized,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,70285,70285,True,65565.703,72957.021,61959.9,69626.7,4060.997000000003,3605.8029999999926,3330.3209999999963,3468.0619999999944,-275.48199999999633,-35931.80988156681,1,-131.93800000000556,7391.317999999999,variable_offset_possible_drift,INFERRED,offset moved -275.4820s over 7666.8s (-35931.8 ppm)
M,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-M.csv,105974,105974,True,33209.506,43809.129,29608.4,40205.7,6996.193999999996,3601.1059999999998,3603.4290000000037,3602.2675000000017,2.323000000003958,219.20677908561228,1,2.2675000000017462,10597.299999999996,variable_offset_possible_drift,INFERRED,offset moved +2.3230s over 10597.3s (+219.2 ppm)
S1,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S1.csv,51746,51746,True,36469.546,41644.045,32869.0,38043.5,1573.953999999998,3600.546000000002,3600.5449999999983,3600.5455,-0.0010000000038417056,-0.19325538773634277,1,0.5455000000001746,5174.498999999996,constant_offset_whole_hour_likely_timezone,INFERRED,streams differ by ~1h (3600.546s) with -0.0010s drift; consistent with a UTC/local-time difference rather than clock error
S2,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S2.csv,93876,93876,True,43431.741,52820.349,39824.4,49211.9,5780.159,3607.3410000000003,3608.4490000000005,3607.8950000000004,1.1080000000001746,118.02929427431954,1,7.895000000000437,9387.5,variable_offset_possible_drift,INFERRED,offset moved +1.1080s over 9387.5s (+118.0 ppm)
S3A,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3a.csv,24621,24621,True,69711.494,72173.494,66118.0,68580.0,0.0,3593.494000000006,3593.494000000006,3593.494000000006,0.0,0.0,1,-6.505999999993946,2462.0,constant_offset,INFERRED,"stable offset 3593.494s, drift +0.0000s"
S3B,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3b.csv,6813,6813,True,72183.493,72869.021,68582.8,69264.0,0.0,3600.6929999999993,3605.0209999999934,3602.8569999999963,4.327999999994063,6353.493834401176,1,2.856999999996333,681.1999999999971,variable_offset_possible_drift,INFERRED,offset moved +4.3280s over 681.2s (+6353.5 ppm)
S3C,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3c.csv,37183,37183,True,72868.521,76586.72,69267.8,72986.0,117.47900000000664,3600.7209999999905,3600.720000000001,3600.720499999996,-0.0009999999892897904,-0.2689473372303241,1,0.720499999995809,3718.199000000008,constant_offset_whole_hour_likely_timezone,INFERRED,streams differ by ~1h (3600.720s) with -0.0010s drift; consistent with a UTC/local-time difference rather than clock error
S4,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S4.csv,94600,94600,True,65775.111,75548.216,62173.4,71633.3,5858.1889999999985,3601.711000000003,3914.9159999999974,3758.3135,313.20499999999447,33108.70093764146,1,158.3135000000002,9459.900000000001,variable_offset_possible_drift,INFERRED,offset moved +313.2050s over 9459.9s (+33108.7 ppm)
VFA01,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa01.csv,11486,11535,False,33626.236,34774.736,33622.0,34775.4,1148.5,4.235999999997148,-0.6640000000043074,1.7859999999964202,-4.900000000001455,-4248.309346281818,0,1.7859999999964202,1148.5,variable_offset_possible_drift,INFERRED,offset moved -4.9000s over 1153.4s (-4248.3 ppm)
VFA02,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa02.csv,67523,67755,False,35837.649,42589.85,35829.9,42605.3,6752.201000000001,7.748999999996158,-15.450000000004366,-3.8505000000041036,-23.199000000000524,-3424.004486820043,0,-3.8505000000041036,6752.201000000001,variable_offset_possible_drift,INFERRED,offset moved -23.1990s over 6775.4s (-3424.0 ppm)
VTA10,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta10.csv,1502,1502,True,43310.393,43460.493,43309.9,43460.0,149.6070000000036,0.49299999999493593,0.4930000000022119,0.4929999999985739,7.275957614183426e-12,4.8474068049190515e-08,0,0.4929999999985739,150.09999999999854,constant_offset,INFERRED,"stable offset 0.493s, drift +0.0000s"
VTA11,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta11.csv,510,510,True,43472.393,43523.293,43471.9,43522.8,50.40700000000652,0.49299999999493593,0.49299999999493593,0.49299999999493593,0.0,0.0,0,0.49299999999493593,50.900000000001455,constant_offset,INFERRED,"stable offset 0.493s, drift +0.0000s"
VTA12,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta12.csv,610,610,True,43535.393,43596.293,43535.1,43596.0,60.60700000000361,0.2929999999978463,0.2929999999978463,0.2929999999978463,0.0,0.0,0,0.2929999999978463,60.900000000001455,constant_offset,INFERRED,"stable offset 0.293s, drift +0.0000s"
VTA13,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta13.csv,404,404,True,43607.292,43647.593,43606.9,43647.2,39.90799999999581,0.3919999999998254,0.3930000000036671,0.39250000000174623,0.0010000000038417056,24.81389587696809,0,0.39250000000174623,40.299999999995634,constant_offset,INFERRED,"stable offset 0.393s, drift +0.0010s"
VTA14,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta14.csv,2885,2885,True,43652.493,43940.893,43651.8,43940.2,287.7069999999949,0.6929999999993015,0.6929999999993015,0.6929999999993015,0.0,0.0,0,0.6929999999993015,288.3999999999942,constant_offset,INFERRED,"stable offset 0.693s, drift +0.0000s"
VTA15,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta15.csv,833,833,True,43951.793,44034.993,43948.8,44032.0,80.20700000000215,2.992999999994936,2.993000000002212,2.992999999998574,7.275957614183426e-12,8.745141363201539e-08,0,2.992999999998574,83.19999999999709,constant_offset,INFERRED,"stable offset 2.993s, drift +0.0000s"
VTA16,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta16.csv,11335,11335,True,44040.693,45174.093,44038.9,45172.3,1131.6070000000036,1.7929999999978463,1.7929999999978463,1.7929999999978463,0.0,0.0,0,1.7929999999978463,1133.4000000000015,constant_offset,INFERRED,"stable offset 1.793s, drift +0.0000s"
VTA17,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta17.csv,4519,4519,True,45185.392,45638.378,45184.9,45636.7,451.30799999999726,0.4919999999983702,1.6779999999998836,1.0849999999991269,1.1860000000015134,2625.055334222056,0,1.0849999999991269,451.79999999999563,variable_offset_possible_drift,INFERRED,offset moved +1.1860s over 451.8s (+2625.1 ppm)
VTA19,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta19.csv,292,292,True,45657.377,45686.478,45656.9,45686.0,28.622999999999593,0.47699999999895226,0.47800000000279397,0.4775000000008731,0.0010000000038417056,34.364261300403975,0,0.4775000000008731,29.099999999998545,constant_offset,INFERRED,"stable offset 0.478s, drift +0.0010s"
VTA1A,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1a.csv,25676,25676,True,38507.363,41074.862,38521.0,41088.5,2553.862000000001,-13.637000000002445,-13.63799999999901,-13.637500000000728,-0.000999999996565748,-0.3894839324501453,0,-13.637500000000728,2567.4990000000107,constant_offset,INFERRED,"stable offset -13.638s, drift -0.0010s"
VTA1B,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1b.csv,954,953,False,41089.463,41184.763,41089.0,41184.2,94.73699999999371,0.46300000000337604,0.5630000000019209,0.5130000000026484,0.09999999999854481,1050.4201680519734,0,0.5130000000026484,95.19999999999709,variable_offset_possible_drift,INFERRED,offset moved +0.1000s over 95.2s (+1050.4 ppm)
VTA2,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta2.csv,10991,10991,True,41191.265,42290.263,41190.3,42289.3,1098.0350000000035,0.9649999999965075,0.9629999999961001,0.9639999999963038,-0.0020000000004074536,-1.8198362151114227,0,0.9639999999963038,1098.9979999999923,constant_offset,INFERRED,"stable offset 0.964s, drift -0.0020s"
VTA20,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta20.csv,3223,3223,True,45741.722,46063.922,45715.0,46037.2,295.4779999999955,26.72200000000157,26.72200000000157,26.72200000000157,0.0,0.0,0,26.72200000000157,322.1999999999971,constant_offset,INFERRED,"stable offset 26.722s, drift +0.0000s"
VTA21,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta21.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta21.csv,2079,2079,True,46052.022,46259.822,46043.7,46251.5,199.4780000000028,8.322000000000116,8.322000000000116,8.322000000000116,0.0,0.0,0,8.322000000000116,207.8000000000029,constant_offset,INFERRED,"stable offset 8.322s, drift +0.0000s"
VTA22,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta22.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta22.csv,1564,1564,True,46260.822,46417.123,46257.0,46413.3,152.4780000000028,3.8220000000001164,3.822999999996682,3.8224999999983993,0.000999999996565748,6.397952633178051,0,3.8224999999983993,156.3000000000029,constant_offset,INFERRED,"stable offset 3.822s, drift +0.0010s"
VTA23,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta23.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta23.csv,1110,1110,True,46420.023,46530.923,46419.1,46530.0,109.97699999999895,0.9230000000025029,0.9230000000025029,0.9230000000025029,0.0,0.0,0,0.9230000000025029,110.90000000000146,constant_offset,INFERRED,"stable offset 0.923s, drift +0.0000s"
VTA24,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta24.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta24.csv,1171,1171,True,46535.922,46652.923,46535.8,46652.8,116.87800000000425,0.12199999999575084,0.12299999999959255,0.1224999999976717,0.0010000000038417056,8.547008579843638,0,0.1224999999976717,117.0,constant_offset,INFERRED,"stable offset 0.122s, drift +0.0010s"
VTA25,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta25.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta25.csv,646,646,True,46656.324,46720.822,46657.6,46722.1,63.22200000000157,-1.275999999998021,-1.2779999999984284,-1.2769999999982247,-0.0020000000004074536,-31.007751944301607,0,-1.2769999999982247,64.49800000000687,constant_offset,INFERRED,"stable offset -1.277s, drift -0.0020s"
VTA26,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta26.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta26.csv,1935,1935,True,46728.922,46922.322,46727.6,46921.0,192.07800000000134,1.3220000000001164,1.3220000000001164,1.3220000000001164,0.0,0.0,0,1.3220000000001164,193.40000000000146,constant_offset,INFERRED,"stable offset 1.322s, drift +0.0000s"
VTA27,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta27.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta27.csv,2540,2540,True,46929.622,47183.522,46956.8,47210.7,226.7219999999943,-27.177999999999884,-27.177999999999884,-27.177999999999884,0.0,0.0,0,-27.177999999999884,253.89999999999418,constant_offset,INFERRED,"stable offset -27.178s, drift +0.0000s"
VTA28,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta28.csv,4210,4210,True,47214.922,47635.822,47216.3,47637.2,419.5219999999972,-1.3780000000042492,-1.3779999999969732,-1.3780000000006112,7.275957614183426e-12,1.728666575002026e-08,0,-1.3780000000006112,420.8999999999942,constant_offset,INFERRED,"stable offset -1.378s, drift +0.0000s"
VTA29,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta29.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta29.csv,23705,23705,True,48440.808,50810.586,48446.2,50816.6,2364.386000000006,-5.391999999999825,-6.013999999995576,-5.702999999997701,-0.6219999999957508,-262.4029699610827,0,-5.702999999997701,2369.7780000000057,variable_offset_possible_drift,INFERRED,offset moved -0.6220s over 2370.4s (-262.4 ppm)
VTA3,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta3.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta3.csv,645,645,True,42353.893,42418.293,42374.0,42438.4,44.292999999997846,-20.10700000000361,-20.10700000000361,-20.10700000000361,0.0,0.0,0,-20.10700000000361,64.40000000000146,constant_offset,INFERRED,"stable offset -20.107s, drift +0.0000s"
VTA30,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta30.csv,17136,17136,True,50823.886,52537.386,50821.6,52535.1,1711.214,2.286000000000058,2.286000000000058,2.286000000000058,0.0,0.0,0,2.286000000000058,1713.5,constant_offset,INFERRED,"stable offset 2.286s, drift +0.0000s"
VTA4,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta4.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta4.csv,1789,1789,True,42447.394,42626.193,42445.2,42624.0,176.60599999999977,2.194000000003143,2.1929999999993015,2.1935000000012224,-0.0010000000038417056,-5.59284118479692,0,2.1935000000012224,178.79899999999907,constant_offset,INFERRED,"stable offset 2.194s, drift -0.0010s"
VTA5,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta5.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta5.csv,307,307,True,42634.393,42664.993,42633.6,42664.2,29.8070000000007,0.7929999999978463,0.7930000000051223,0.7930000000014843,7.275957614183426e-12,2.377763926203847e-07,0,0.7930000000014843,30.599999999998545,constant_offset,INFERRED,"stable offset 0.793s, drift +0.0000s"
VTA6,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta6.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta6.csv,1376,1376,True,42671.993,42809.493,42669.7,42807.2,135.20699999999488,2.2930000000051223,2.2930000000051223,2.2930000000051223,0.0,0.0,0,2.2930000000051223,137.5,constant_offset,INFERRED,"stable offset 2.293s, drift +0.0000s"
VTA7,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta7.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta7.csv,840,840,True,42815.293,42899.193,42813.7,42897.6,82.3070000000007,1.5930000000007567,1.5930000000007567,1.5930000000007567,0.0,0.0,0,1.5930000000007567,83.90000000000146,constant_offset,INFERRED,"stable offset 1.593s, drift +0.0000s"
VTA8,synchronized_uncategorized,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta8.csv,3676,3676,True,42905.293,43272.793,42904.0,43271.5,366.20700000000215,1.2929999999978463,1.2929999999978463,1.2929999999978463,0.0,0.0,0,1.2929999999978463,367.5,constant_offset,INFERRED,"stable offset 1.293s, drift +0.0000s"
