session_id,stream,relative_path,total_rows,rows_with_fix,availability_fraction,has_gnss_fields,has_accuracy_field,mean_accuracy_m,worst_accuracy_m,outage_count,total_outage_s,longest_outage_s,documented_outages_found,position_update_rate_hz,position_update_count,median_update_interval_s,p90_update_interval_s,max_update_interval_s,position_hold_count,longest_position_hold_s,evidence,note
VTB2,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb02/V-vtb2.csv,5712,5712,1.0,True,False,,,0,0.0,0.0,False,9.231308002101231,5273,0.09999999999854481,0.10000000000582077,1.7000000000043656,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/S-Vtb3.csv,8240,8240,1.0,True,True,145.2498786407767,2400.0,0,0.0,0.0,False,0.042750702332966906,36,13.000999999999976,49.559799999999996,109.09900000000005,7,109.09900000000005,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB3,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb03/V-vtb3.csv,8240,8240,1.0,True,False,,,0,0.0,0.0,False,8.19152809807014,6750,0.09999999999854481,0.10000000000582077,1.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/S-Vtb4.csv,556,556,1.0,True,True,3.0,4.0,0,0.0,0.0,False,0.11110864203017716,6,9.0,9.001599999999963,9.001999999999953,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB4,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb04/V-vtb4.csv,556,556,1.0,True,False,,,0,0.0,0.0,False,9.476534296029877,526,0.09999999999854481,0.10000000000582077,0.5999999999985448,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB5,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/S-Vtb5.csv,64388,64388,1.0,True,True,3.9985556314841273,8.0,0,0.0,0.0,False,0.1090688580288585,703,9.0,9.001000000000204,40.001000000000204,1,40.001000000000204,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB5,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb05/V-vtb5.csv,64388,64388,1.0,True,False,,,0,0.0,0.0,False,9.92467423548231,63903,0.09999999999854481,0.10000000000582077,1.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB6,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/S-Vtb6.csv,498,498,1.0,True,True,4.9156626506024095,6.0,0,0.0,0.0,False,0.1111111111111111,6,9.0,9.001199999999699,9.001999999999498,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB6,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb06/V-vtb6.csv,498,498,1.0,True,False,,,0,0.0,0.0,False,9.999999999997657,498,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB7,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/S-Vtb7.csv,461,461,1.0,True,True,4.828633405639914,6.0,0,0.0,0.0,False,0.11110864203017885,6,9.0,9.000599999999576,9.000999999999294,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB7,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb07/V-vtb7.csv,461,461,1.0,True,False,,,0,0.0,0.0,False,10.0,461,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB8,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/S-Vtb8.csv,668,668,1.0,True,True,4.0,4.0,0,0.0,0.0,False,0.1111111111111111,8,9.0,9.000399999999718,9.000999999999294,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB8,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb08/V-vtb8.csv,668,668,1.0,True,False,,,0,0.0,0.0,False,10.000000000000437,668,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB9,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/S-Vtb9.csv,452,452,1.0,True,True,4.0,4.0,0,0.0,0.0,False,0.11111604960220331,6,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB9,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb09/V-vtb9.csv,452,452,1.0,True,False,,,0,0.0,0.0,False,9.999999999998709,452,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB10,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/S-Vtb10.csv,196,196,1.0,True,True,4.0,4.0,0,0.0,0.0,False,0.18181818181818182,3,5.5,8.3,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB10,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb10/V-vtb10.csv,195,195,1.0,True,False,,,0,0.0,0.0,False,9.999999999995499,195,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB11,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/S-Vtb11.csv,361,361,1.0,True,True,4.498614958448753,6.0,0,0.0,0.0,False,0.1111111111111111,5,9.0,9.001400000000285,9.002000000000407,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB11,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb11/V-vtb11.csv,361,361,1.0,True,False,,,0,0.0,0.0,False,10.0,361,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB12,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/S-Vtb12.csv,447,447,1.0,True,True,4.402684563758389,6.0,0,0.0,0.0,False,0.11141750926158095,5,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTB12,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vtb (Driver E)/Vtb12/V-vtb12.csv,447,447,1.0,True,False,,,0,0.0,0.0,False,10.000000000001958,447,0.10000000000582077,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/S-Vw1.csv,20476,20476,1.0,True,True,6.0,6.0,0,0.0,0.0,False,,1,,,,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold; position never changed after the first sample
VW1,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw01/V-Vw1.csv,20475,20475,1.0,True,False,,,0,0.0,0.0,False,2.583764774836376,5291,0.2999999999956344,0.8000000000029104,6.30000000000291,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW2,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/S-Vw2.csv,52713,52713,1.0,True,True,4.726727752167397,12.0,0,0.0,0.0,False,0.10709809729976075,565,9.0,9.100000000000023,58.000999999999976,2,58.000999999999976,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW2,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw02/V-Vw2.csv,52712,52712,1.0,True,False,,,0,0.0,0.0,False,9.772533247329783,51513,0.09999999999854481,0.10000000000582077,1.8999999999941792,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW3,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/S-Vw3.csv,3861,3861,1.0,True,True,3.4703444703444704,8.0,0,0.0,0.0,False,0.10928931888164262,41,9.0,9.099999999999454,15.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW3,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw03/V-Vw3.csv,3861,3861,1.0,True,False,,,0,0.0,0.0,False,9.987046632124352,3856,0.09999999999854481,0.10000000000582077,0.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW4,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/S-Vw4.csv,126526,126526,1.0,True,True,3.5822123516115263,8.0,0,0.0,0.0,False,0.10585901587165807,1340,9.0,9.099999999999909,94.99900000000162,6,94.99900000000162,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW4,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw04/V-Vw4.csv,126527,126527,1.0,True,False,,,0,0.0,0.0,False,9.781783981158018,123766,0.09999999999854481,0.10000000000582077,2.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW5,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/S-Vw5.csv,1012,1012,1.0,True,True,2.5316205533596836,3.0,0,0.0,0.0,False,0.11458213976937932,12,9.0,9.100999999998749,9.100999999998749,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW5,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw05/V-Vw5.csv,1012,1012,1.0,True,False,,,0,0.0,0.0,False,9.881305637982338,1000,0.09999999999854481,0.10000000000582077,0.3000000000029104,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW6,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/S-Vw6.csv,1281,1281,1.0,True,True,2.483216237314598,3.0,0,0.0,0.0,False,0.11191047162270151,15,9.0,9.100000000000364,9.100000000000364,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW6,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw06/V-Vw6.csv,1281,1281,1.0,True,False,,,0,0.0,0.0,False,10.0,1281,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW7,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,1602,1602,1.0,True,True,2.224094881398252,3.0,0,0.0,0.0,False,0.1111111111111111,18,9.0,9.100000000000364,9.100000000000364,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW7,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,1602,1602,1.0,True,False,,,0,0.0,0.0,False,9.993753903810209,1601,0.09999999999854481,0.10000000000582077,0.19999999999708962,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW8,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,1529,1529,1.0,True,True,2.5873119686069326,3.0,0,0.0,0.0,False,0.1111111111111111,17,9.0,9.050500000000284,9.100999999998749,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW8,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,1529,1529,1.0,True,False,,,0,0.0,0.0,False,9.954188481675203,1522,0.09999999999854481,0.10000000000582077,0.5,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW9,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,552,552,1.0,True,True,2.5199275362318843,3.0,0,0.0,0.0,False,0.11214324430406025,7,8.951000000000022,9.050000000000182,9.097999999999956,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW9,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,553,553,1.0,True,False,,,0,0.0,0.0,False,10.000000000000528,553,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW10,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,652,652,1.0,True,True,2.276073619631902,3.0,0,0.0,0.0,False,0.1111111111111111,8,9.0,9.040000000000145,9.100000000000364,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW10,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/V-Vw10.csv,652,652,1.0,True,False,,,0,0.0,0.0,False,10.000000000000224,652,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW11,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,4909,4909,1.0,True,True,2.482583010796496,4.0,0,0.0,0.0,False,0.09948186528497409,49,9.0,9.100000000000364,49.0,1,49.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW11,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/V-Vw11.csv,4909,4909,1.0,True,False,,,0,0.0,0.0,False,9.207416462917632,4520,0.09999999999854481,0.10000000000582077,1.1999999999970896,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW12,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,918,918,1.0,True,True,3.6013071895424837,4.0,0,0.0,0.0,False,0.11641443538998836,11,9.0,9.1,9.100000000000001,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW12,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,918,918,1.0,True,False,,,0,0.0,0.0,False,9.999999999999524,918,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW13,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,284,284,1.0,True,True,4.0,4.0,0,0.0,0.0,False,0.11583458820803892,4,8.900999999999998,8.979400000000002,8.999000000000002,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW13,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,284,284,1.0,True,False,,,0,0.0,0.0,False,9.999999999998971,284,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW14A,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,3138,3138,1.0,True,True,4.0573613766730405,6.0,0,0.0,0.0,False,0.11290322580645161,36,9.0,9.001000000000005,9.001000000000005,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW14A,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,3138,3138,1.0,True,False,,,0,0.0,0.0,False,9.999999999999861,3138,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW14B,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,19588,19588,1.0,True,True,4.528384725342046,6.0,0,0.0,0.0,False,0.11133804323899732,219,9.0,9.000999999999976,9.100999999999999,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW14B,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,19588,19588,1.0,True,False,,,0,0.0,0.0,False,9.999999999999977,19588,0.09999999999854481,0.10000000000582077,0.10099999999511056,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW14C,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,15826,15826,1.0,True,True,3.216668772905346,6.0,0,0.0,0.0,False,0.09993600252146223,157,9.0,9.100000000000364,48.0,1,48.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW14C,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,15826,15826,1.0,True,False,,,0,0.0,0.0,False,9.421132457027293,14909,0.09999999999854481,0.10000000000582077,1.9000000000014552,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW15,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,1380,1380,1.0,True,True,6.0,6.0,0,0.0,0.0,False,,1,,,,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold; position never changed after the first sample
VW15,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,1391,1391,1.0,True,False,,,0,0.0,0.0,False,6.410071942446043,892,0.09999999999854481,0.2999999999956344,2.599999999998545,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW16A,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,5879,5879,1.0,True,True,3.5437999659806088,6.0,0,0.0,0.0,False,0.10268697586856065,61,9.0,9.100999999999999,46.001999999999995,1,46.001999999999995,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW16A,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,5879,5879,1.0,True,False,,,0,0.0,0.0,False,9.744811160258664,5729,0.09999999999854481,0.10000000000582077,0.7999999999956344,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW16B,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,1126,1126,1.0,True,True,5.0435168738898755,6.0,0,0.0,0.0,False,0.11111008231405267,13,9.0,9.099899999999911,9.100999999999999,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW16B,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,1126,1126,1.0,True,False,,,0,0.0,0.0,False,10.0,1126,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW17,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,329,329,1.0,True,True,6.0,6.0,0,0.0,0.0,False,0.1190428951232093,4,8.901000000000067,9.05939999999996,9.098999999999933,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VW17,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,329,329,1.0,True,False,,,0,0.0,0.0,False,9.999999999999112,329,0.09999999999854481,0.10000000000582077,0.10000000000582077,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
Y1,smartphone,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,70285,70285,1.0,True,True,3.2586247990325106,24.0,0,0.0,0.0,False,0.10789652723038605,721,9.0,9.00310000000054,95.0,7,95.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
Y1,vehicle,Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,70285,70285,1.0,True,False,,,0,0.0,0.0,False,8.857802473000474,67912,0.09999999999854481,0.10000000000582077,384.6000000000058,2,384.6000000000058,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
M,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,105974,105974,1.0,True,True,3.1833392620548433,13.617527,0,0.0,0.0,False,0.17766769262967583,1091,9.0,9.099999999999909,130.0,9,130.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
S1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,51746,51746,1.0,True,True,2.8789278398330307,32.0,0,0.0,0.0,False,0.10278745644599302,532,9.0,9.09900000000016,70.0010000000002,5,70.0010000000002,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
S2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,93876,93876,1.0,True,True,3.0165644041075463,8.0,0,0.0,0.0,False,0.10229956359441489,941,9.0,9.100000000000364,146.0,10,146.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
S3A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,24621,24621,1.0,True,True,3.6149222208683645,8.0,0,0.0,0.0,False,0.10309702652690567,254,9.0,9.001000000000204,65.0,3,65.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
S3B,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,6813,6813,1.0,True,True,3.618963745780126,6.0,0,0.0,0.0,False,,74,9.0,9.100000000000017,11.000999999999749,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
S3C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,37183,37183,1.0,True,True,4.284538633246376,24.0,0,0.0,0.0,False,0.10512132213512726,391,9.0,9.098999999999705,60.00099999999975,5,60.00099999999975,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,94600,94600,1.0,True,True,3.144048625792812,24.0,0,0.0,0.0,False,2.6472854660900076,932,9.0,9.001000000000204,332.0,13,332.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VFA01,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,11486,11486,1.0,True,True,4.363485982935748,8.0,0,0.0,0.0,False,0.10693302924618349,123,9.0,9.002000000000006,34.0,1,34.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VFA02,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,67523,67523,1.0,True,True,4.256594049435007,8.0,0,0.0,0.0,False,0.11055945008381621,747,9.0,9.001000000000204,20.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA10,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,1502,1502,1.0,True,True,3.719041278295606,4.0,0,0.0,0.0,False,0.1111111111111112,17,9.0,9.000999999999976,9.00100000000009,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA11,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,510,510,1.0,True,True,4.235294117647059,6.0,0,0.0,0.0,False,0.1111111111111111,6,9.0,9.000599999999986,9.000999999999976,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA12,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,610,610,1.0,True,True,3.737704918032787,4.0,0,0.0,0.0,False,0.1111111111111111,7,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA13,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,404,404,1.0,True,True,3.0024752475247523,4.0,0,0.0,0.0,False,0.1385003185507331,6,9.0,9.000599999999986,9.000999999999976,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA14,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,2885,2885,1.0,True,True,5.158752166377816,8.0,0,0.0,0.0,False,0.11114970475859678,33,9.0,9.000999999999976,9.001999999999953,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA15,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,833,833,1.0,True,True,5.783913565426171,6.0,0,0.0,0.0,False,0.11450381679389326,10,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA16,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,11335,11335,1.0,True,True,4.2,6.0,0,0.0,0.0,False,0.10739327238839087,122,9.0,9.001000000000204,34.003999999999905,1,34.003999999999905,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA17,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,4519,4519,1.0,True,True,3.6355388360256695,6.0,0,0.0,0.0,False,0.110116071328247,50,9.0,9.001000000000204,11.100000000000364,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA19,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,292,292,1.0,True,True,3.6164383561643834,4.0,0,0.0,0.0,False,0.1111111111111111,4,9.0,9.0,9.0,0,0.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
VTA1A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,25676,25676,1.0,True,True,4.4723087708365785,12.0,0,0.0,0.0,False,0.9813003651730696,2520,1.0,1.0010000000000048,36.0,1,36.0,VERIFIED_FROM_FILE,no GNSS gaps at or above the minimum duration threshold
