source_file,stream,row_count,rows_with_fix,availability_fraction,position_update_count,median_update_interval_s,p90_update_interval_s,max_update_interval_s,measured_update_rate_hz,stale_threshold_s,stale_rows,stale_fraction,max_stale_duration_s,confirmed_outages
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/S-Vw7.csv,smartphone,1602,1602,1.0,18,9.0,9.099999904632568,9.099999904632568,0.1111111111111111,18.0,0,0.0,9.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw07/V-Vw7.csv,vehicle,1602,1602,1.0,1601,0.09999999999854481,0.10000000000582077,0.19999999999708962,9.993753903810209,1.0,0,0.0,0.09999999999854481,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/S-Vw8.csv,smartphone,1529,1529,1.0,17,9.0,9.05049991607666,9.10099983215332,0.1111111111111111,18.0,0,0.0,9.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw08/V-Vw8.csv,vehicle,1529,1529,1.0,1522,0.09999999999854481,0.10000000000582077,0.5,9.954188481675203,1.0,0,0.0,0.4000000000014552,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/S-Vw9.csv,smartphone,552,552,1.0,7,8.950999975204468,9.049999952316284,9.098000049591064,0.11214324475981112,17.901999950408936,0,0.0,8.998000144958496,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw09/V-Vw9.csv,vehicle,553,553,1.0,553,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000528,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/S-Vw10.csv,smartphone,652,652,1.0,8,9.0,9.039999961853027,9.099999904632568,0.1111111111111111,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw10/V-Vw10.csv,vehicle,652,652,1.0,652,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000224,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/S-Vw11.csv,smartphone,4909,4909,1.0,49,9.0,9.099999904632568,49.0,0.09948186528497409,18.0,339,0.06905683438582196,48.89999985694885,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw11/V-Vw11.csv,vehicle,4909,4909,1.0,4520,0.09999999999854481,0.10000000000582077,1.1999999999970896,9.207416462917632,1.0,1,0.00020370747606437156,1.0999999999985448,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/S-Vw12.csv,smartphone,918,918,1.0,11,9.0,9.100000143051147,9.100000143051147,0.11641443526074335,18.0,0,0.0,9.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw12/V-Vw12.csv,vehicle,918,918,1.0,918,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999524,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/S-Vw13.csv,smartphone,284,284,1.0,4,8.900999784469604,8.979400014877319,8.999000072479248,0.11583458852367531,17.80199956893921,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw13/V-Vw13.csv,vehicle,284,284,1.0,284,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999998971,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/S-Vw14a.csv,smartphone,3138,3138,1.0,36,9.0,9.000999927520752,9.000999927520752,0.11290322580645161,18.0,0,0.0,8.903000116348267,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14a/V-Vw14a.csv,vehicle,3138,3138,1.0,3138,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999861,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/S-Vw14b.csv,smartphone,19588,19588,1.0,219,9.0,9.000999927520752,9.10099983215332,0.11133804324311872,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14b/V-Vw14b.csv,vehicle,19588,19588,1.0,19588,0.09999999999854481,0.10000000000582077,0.10099999999511056,9.999999999999977,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/S-Vw14c.csv,smartphone,15826,15826,1.0,157,9.0,9.099999904632568,48.0,0.09993600251682205,18.0,743,0.04694806015417667,47.901000022888184,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw14c/V-Vw14c.csv,vehicle,15826,15826,1.0,14909,0.09999999999854481,0.10000000000582077,1.9000000000014552,9.421132457027293,1.0,19,0.0012005560470112473,1.7999999999956344,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/S-Vw15.csv,smartphone,1380,1380,1.0,1,,,,,,0,0.0,137.90000009536743,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw15/V-Vw15.csv,vehicle,1391,1391,1.0,892,0.09999999999854481,0.2999999999956344,2.599999999998545,6.410071942446043,1.0,15,0.010783608914450037,2.5,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/S-Vw16a.csv,smartphone,5879,5879,1.0,61,9.0,9.10099983215332,46.001999855041504,0.10268697587694078,18.0,279,0.047457050518795715,45.89999985694885,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16a/V-Vw16a.csv,vehicle,5879,5879,1.0,5729,0.09999999999854481,0.10000000000582077,0.7999999999956344,9.744811160258664,1.0,0,0.0,0.6999999999970896,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/S-Vw16b.csv,smartphone,1126,1126,1.0,13,9.0,9.099899888038635,9.10099983215332,0.11111008214333633,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw16b/V-Vw16b.csv,vehicle,1126,1126,1.0,1126,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.0,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/S-Vw17.csv,smartphone,329,329,1.0,4,8.901000261306763,9.059399843215942,9.098999738693237,0.11904289524033697,17.802000522613525,0,0.0,9.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Vw (Driver E)/Vw17/V-Vw17.csv,vehicle,329,329,1.0,329,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999112,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/S-Y1.csv,smartphone,70285,70285,1.0,721,9.0,9.004999876022339,267.9799997806549,0.09764542964643042,18.0,2788,0.03966706978729458,94.89900016784668,0
Synchronised V abd S datasets/Categorised IOVNB Dataset/Y (Driver D)/Y1/V-Y1.csv,vehicle,70285,70285,1.0,67912,0.09999999999854481,0.10000000000582077,384.6000000000058,8.857802473000474,1.0,26,0.00036992245856157073,1.7000000000043656,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-M.csv,smartphone,105974,105974,1.0,1091,9.0,9.09999966621399,130.0,0.10319112397029824,18.0,4382,0.04134976503670712,129.90000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,smartphone,51746,51746,1.0,532,9.0,9.098999738693237,70.00099992752075,0.10278745644599303,18.0,2029,0.039210760252000154,69.90100026130676,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,smartphone,93876,93876,1.0,941,9.0,9.100000143051147,146.0,0.10025373794343848,18.0,6162,0.06563978013549789,145.90000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,smartphone,24621,24621,1.0,254,9.0,9.001000165939331,65.0,0.10309702653387709,18.0,1087,0.044149303440152714,64.9009997844696,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,smartphone,6813,6813,1.0,74,9.0,9.100800037384033,33.026999711990356,0.1065649871436035,18.0,106,0.015558491119917804,32.92699980735779,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,smartphone,37183,37183,1.0,391,9.0,9.098999738693237,60.00099992752075,0.10512132213307358,18.0,1375,0.03697926471774736,59.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,smartphone,94600,94600,1.0,932,9.0,9.000999927520752,337.6419999599457,0.09529165079517052,18.0,7851,0.08299154334038054,331.9010000228882,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,smartphone,11486,11486,1.0,123,9.0,9.001999855041504,34.0,0.10693302926638448,18.0,159,0.013842939230367404,33.90000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,smartphone,67523,67523,1.0,747,9.0,9.001000165939331,20.0,0.11055945008109726,18.0,20,0.0002961953704663596,19.899999856948853,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,smartphone,1502,1502,1.0,17,9.0,9.000999927520752,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta11.csv,smartphone,510,510,1.0,6,9.0,9.00059995651245,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta12.csv,smartphone,610,610,1.0,7,9.0,9.0,9.0,0.1111111111111111,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta13.csv,smartphone,404,404,1.0,6,9.0,9.00059995651245,9.000999927520752,0.13850031919467104,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta14.csv,smartphone,2885,2885,1.0,33,9.0,9.000999927520752,9.001999855041504,0.11114970481382457,18.0,0,0.0,8.901000261306763,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta15.csv,smartphone,833,833,1.0,10,9.0,9.0,9.0,0.1145038169328236,18.0,0,0.0,8.903000116348267,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,smartphone,11335,11335,1.0,122,9.0,9.000999927520752,34.00399994850159,0.10739327238384583,18.0,168,0.014821349801499779,33.90000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta17.csv,smartphone,4519,4519,1.0,50,9.0,9.000999927520752,11.100000381469727,0.11011607135420663,18.0,0,0.0,10.999000072479248,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta19.csv,smartphone,292,292,1.0,4,9.0,9.0,9.0,0.1111111111111111,18.0,0,0.0,8.901000261306763,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,smartphone,25676,25676,1.0,2520,1.0,1.001000165939331,36.0,0.9813003652284836,2.0,409,0.015929272472347718,35.89999985694885,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1b.csv,smartphone,954,954,1.0,95,1.0,1.0010000944137574,2.0,0.9905163319866913,2.0,0,0.0,1.8999998569488525,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,smartphone,10991,10991,1.0,1023,1.0,1.001000165939331,45.0,0.9323983801917897,2.0,646,0.05877536165953962,44.89999985694885,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,smartphone,3223,3223,1.0,10,9.0,62.1002000331879,238.50100016593933,0.02816892590422461,18.0,2205,0.6841452063295067,238.40100026130676,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta21.csv,smartphone,2079,2079,1.0,24,9.0,9.000999927520752,14.999000072479248,0.11263467186400176,18.0,0,0.0,14.8989999294281,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta22.csv,smartphone,1564,1564,1.0,18,9.0,9.000999927520752,9.000999927520752,0.11455448411653597,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta23.csv,smartphone,1110,1110,1.0,13,9.0,9.000899934768677,9.000999927520752,0.1129943502317515,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta24.csv,smartphone,1171,1171,1.0,10,9.0,12.600799942016604,27.0,0.09155552831785073,18.0,96,0.08198121263877028,26.899999856948853,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta25.csv,smartphone,646,646,1.0,6,9.0,18.400000000000002,22.0,0.08077805390460013,18.0,39,0.06037151702786378,21.899999856948853,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta26.csv,smartphone,1935,1935,1.0,16,9.0,12.0007999420166,61.99900007247925,0.07841087289620655,18.0,439,0.2268733850129199,61.89900016784668,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta27.csv,smartphone,2540,2540,1.0,25,9.0,9.000999927520752,29.59999990463257,0.09693053315526662,18.0,134,0.05275590551181102,29.500999927520752,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,smartphone,4210,4210,1.0,43,9.0,9.000999927520752,32.0,0.10518380867456235,18.0,175,0.04156769596199525,31.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta29.csv,smartphone,23705,23705,1.0,249,9.0,9.000999927520752,34.0,0.10485912092235432,18.0,427,0.01801307740982915,33.90000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta3.csv,smartphone,645,645,1.0,5,9.0,19.85,24.5,0.07766990291262135,18.0,64,0.09922480620155039,24.40000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,smartphone,17136,17136,1.0,160,9.0,10.199800014495867,83.29999995231628,0.09281419650398696,18.0,1752,0.10224089635854341,83.19900012016296,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta4.csv,smartphone,1789,1789,1.0,21,9.0,9.00099995136261,9.003000020980835,0.11236018175302231,18.0,0,0.0,8.902000188827515,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta5.csv,smartphone,307,307,1.0,4,9.0,9.000799942016602,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta6.csv,smartphone,1376,1376,1.0,16,9.0,9.000999927520752,9.002000093460083,0.11244377823152332,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta7.csv,smartphone,840,840,1.0,10,9.0,9.00019998550415,9.000999927520752,0.11235814807379362,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,smartphone,3676,3676,1.0,33,9.0,9.000999927520752,82.00200009346008,0.08886420441120453,18.0,639,0.17383025027203483,81.89900016784668,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta9.csv,smartphone,156,156,1.0,2,8.999000072479248,8.999000072479248,8.999000072479248,0.1111234572670136,17.998000144958496,0,0.0,8.89900016784668,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,smartphone,32459,32459,1.0,280,9.0,9.001000165939331,663.4190001487732,0.08615634319062684,18.0,2878,0.08866570134631381,663.4190001487732,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb10.csv,smartphone,196,196,1.0,3,5.5,8.3,9.0,0.18181818181818182,11.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb11.csv,smartphone,361,361,1.0,5,9.0,9.001399898529053,9.001999855041504,0.1111111111111111,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb12.csv,smartphone,447,447,1.0,5,9.0,9.0,9.0,0.11141750993047157,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb2.csv,smartphone,5712,5712,1.0,56,9.0,9.002599954605103,36.00099992752075,0.09770846991537642,18.0,299,0.05234593837535014,35.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,smartphone,8240,8240,1.0,36,13.000999927520752,49.559799957275395,109.0990002155304,0.042750702342926654,26.001999855041504,2532,0.30728155339805824,108.99900007247925,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb4.csv,smartphone,556,556,1.0,6,9.0,9.001599884033203,9.001999855041504,0.11110864220913026,18.0,0,0.0,10.499000072479248,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb5.csv,smartphone,64388,64388,1.0,703,9.0,9.000999927520752,40.00099992752075,0.10906885803089476,18.0,480,0.007454805243213021,39.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb6.csv,smartphone,498,498,1.0,6,9.0,9.001199913024902,9.001999855041504,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb7.csv,smartphone,461,461,1.0,6,9.0,9.00059995651245,9.000999927520752,0.11110864220913026,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb8.csv,smartphone,668,668,1.0,8,9.0,9.000399971008301,9.000999927520752,0.1111111111111111,18.0,0,0.0,8.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb9.csv,smartphone,452,452,1.0,6,9.0,9.0,9.0,0.11111604924425052,18.0,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw1.csv,smartphone,20476,20476,1.0,1,,,,,,0,0.0,2047.5,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw10.csv,smartphone,652,652,1.0,8,9.0,9.039999961853027,9.099999904632568,0.1111111111111111,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw11.csv,smartphone,4909,4909,1.0,49,9.0,9.099999904632568,49.0,0.09948186528497409,18.0,339,0.06905683438582196,48.89999985694885,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw12.csv,smartphone,918,918,1.0,11,9.0,9.100000143051147,9.100000143051147,0.11641443526074335,18.0,0,0.0,9.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw13.csv,smartphone,284,284,1.0,4,8.900999784469604,8.979400014877319,8.999000072479248,0.11583458852367531,17.80199956893921,0,0.0,8.900000095367432,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14a.csv,smartphone,3138,3138,1.0,36,9.0,9.000999927520752,9.000999927520752,0.11290322580645161,18.0,0,0.0,8.903000116348267,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14b.csv,smartphone,19588,19588,1.0,219,9.0,9.000999927520752,9.10099983215332,0.11133804324311872,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14c.csv,smartphone,15826,15826,1.0,157,9.0,9.099999904632568,48.0,0.09993600251682205,18.0,743,0.04694806015417667,47.901000022888184,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw15.csv,smartphone,1380,1380,1.0,1,,,,,,0,0.0,137.90000009536743,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16a.csv,smartphone,5879,5879,1.0,61,9.0,9.10099983215332,46.001999855041504,0.10268697587694078,18.0,279,0.047457050518795715,45.89999985694885,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16b.csv,smartphone,1126,1126,1.0,13,9.0,9.099899888038635,9.10099983215332,0.11111008214333633,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw17.csv,smartphone,329,329,1.0,4,8.901000261306763,9.059399843215942,9.098999738693237,0.11904289524033697,17.802000522613525,0,0.0,9.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw2.csv,smartphone,52713,52713,1.0,565,9.0,9.100000143051147,58.00099992752075,0.107098097298791,18.0,849,0.016106083888224917,57.90499997138977,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw3.csv,smartphone,3861,3861,1.0,41,9.0,9.099999904632568,15.0,0.10928931890328498,18.0,20,0.00518000518000518,20.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,smartphone,126526,126526,1.0,1340,9.0,9.099999904632568,94.99900007247925,0.10585901587025337,18.0,3620,0.028610720326257055,94.89999985694885,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw5.csv,smartphone,1012,1012,1.0,12,9.0,9.10099983215332,9.10099983215332,0.11458213985588513,18.0,0,0.0,9.000999927520752,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw6.csv,smartphone,1281,1281,1.0,15,9.0,9.099999904632568,9.099999904632568,0.1119104717080145,18.0,0,0.0,8.999000072479248,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw7.csv,smartphone,1602,1602,1.0,18,9.0,9.099999904632568,9.099999904632568,0.1111111111111111,18.0,0,0.0,9.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw8.csv,smartphone,1529,1529,1.0,17,9.0,9.05049991607666,9.10099983215332,0.1111111111111111,18.0,0,0.0,9.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw9.csv,smartphone,552,552,1.0,7,8.950999975204468,9.049999952316284,9.098000049591064,0.11214324475981112,17.901999950408936,0,0.0,8.998000144958496,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,smartphone,70285,70285,1.0,721,9.0,9.004999876022339,267.9799997806549,0.09764542964643042,18.0,2788,0.03966706978729458,94.89900016784668,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-M.csv,vehicle,105974,105974,1.0,101570,0.09999999999854481,0.10000000000582077,2.6000000000058208,9.584512890197413,1.0,59,0.0005567403325343952,2.5,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S1.csv,vehicle,51746,51746,1.0,49485,0.09999999999854481,0.10000000000582077,2.0,9.563049570006765,1.0,36,0.0006957059482858578,1.9000000000014552,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S2.csv,vehicle,93876,93876,1.0,89620,0.09999999999854481,0.10000000000582077,2.8999999999941792,9.546631158455392,1.0,188,0.002002641782777281,2.7999999999956344,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3a.csv,vehicle,24621,24621,1.0,23672,0.10000000000582077,0.10000000000582077,1.5,9.614541023558083,1.0,5,0.00020307867267779537,1.4000000000087311,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3b.csv,vehicle,6813,6813,1.0,6578,0.10000000000582077,0.10000000000582077,0.5,9.655020551967159,1.0,0,0.0,0.40000000000873115,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S3c.csv,vehicle,37183,37183,1.0,36242,0.10000000000582077,0.10000000000582077,10.80000000000291,9.74692055295574,1.0,112,0.003012129198827421,10.700000000011642,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-S4.csv,vehicle,94600,94600,1.0,87121,0.09999999999854481,0.10000000000582077,2.1000000000058208,9.20939967652935,1.0,63,0.0006659619450317125,2.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa01.csv,vehicle,11535,11535,1.0,11231,0.09999999999854481,0.10000000000582077,1.6999999999970896,9.736431420149112,1.0,8,0.0006935413957520589,1.5999999999985448,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vfa02.csv,vehicle,67755,67755,1.0,67434,0.09999999999854481,0.10000000000582077,0.9000000000014552,9.952622723381642,1.0,0,0.0,0.8000000000029104,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta10.csv,vehicle,1502,1502,1.0,1502,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000098,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta11.csv,vehicle,510,510,1.0,510,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.999999999999714,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta12.csv,vehicle,610,610,1.0,610,0.09999999999854481,0.10000000000582077,0.10000000000582077,9.99999999999976,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta13.csv,vehicle,404,404,1.0,404,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000001084,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta14.csv,vehicle,2885,2885,1.0,2885,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.000000000000203,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta15.csv,vehicle,833,833,1.0,833,0.09999999999854481,0.10000000000582077,0.10000000000582077,10.00000000000035,1.0,0,0.0,0.0,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta16.csv,vehicle,11335,11335,1.0,11243,0.09999999999854481,0.10000000000582077,0.4000000000014552,9.918828304217387,1.0,0,0.0,0.3000000000029104,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta17.csv,vehicle,4519,4519,1.0,4453,0.09999999999854481,0.10000000000582077,0.5,9.853917662682699,1.0,0,0.0,0.4000000000014552,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-vta19.csv,vehicle,292,292,1.0,278,0.09999999999854481,0.10000000000582077,0.20000000000436557,9.518900343643088,1.0,0,0.0,0.10000000000582077,0
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Vta1a.csv,vehicle,25676,25676,1.0,25663,0.09999999999854481,0.10000000000582077,0.5,9.99493670886076,1.0,0,0.0,0.4000000000014552,0
