relative_path,column,semantic_role,total_rows,missing_rows,missing_percentage,non_numeric_rows,is_constant,kind
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,ORIENTATION (Pitch),orientation_pitch,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S1.csv,ORIENTATION (Roll ),orientation_roll,51746,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS LATITUDE,gnss_latitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS LONGITUDE,gnss_longitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS ALTITUDE,gnss_altitude,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS SPEED,gnss_speed,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS ACCURACY,gnss_accuracy,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS ORIENTATION,gnss_heading,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GPS SATELLITES IN RANGE,gnss_satellites,93876,0,0.0,93876,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,TIME SINCE START,time_since_start_ms,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,DATE,datetime_string,93876,0,0.0,93876,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,ACCELEROMETER X,accel_x,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,ACCELEROMETER Y,accel_y,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,ACCELEROMETER Z,accel_z,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GRAVITY X,gravity_x,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GRAVITY Y,gravity_y,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GRAVITY Z,gravity_z,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GYROSCOPE X,unknown,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GYROSCOPE Y,unknown,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,GYROSCOPE Z,unknown,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,MAGNETIC FIELD X,mag_x,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,MAGNETIC FIELD Y,mag_y,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,MAGNETIC FIELD Z,mag_z,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,ORIENTATION (Azimuth),unknown,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,ORIENTATION (Pitch),orientation_pitch,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S2.csv,ORIENTATION (Roll ),orientation_roll,93876,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS LATITUDE,gnss_latitude,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS LONGITUDE,gnss_longitude,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS ALTITUDE,gnss_altitude,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS SPEED,gnss_speed,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS ACCURACY,gnss_accuracy,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS ORIENTATION,gnss_heading,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GPS SATELLITES IN RANGE,gnss_satellites,24621,0,0.0,24621,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,TIME SINCE START,time_since_start_ms,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,DATE,datetime_string,24621,0,0.0,24621,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,ACCELEROMETER X,accel_x,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,ACCELEROMETER Y,accel_y,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,ACCELEROMETER Z,accel_z,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GRAVITY X,gravity_x,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GRAVITY Y,gravity_y,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GRAVITY Z,gravity_z,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GYROSCOPE X,unknown,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GYROSCOPE Y,unknown,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,GYROSCOPE Z,unknown,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,MAGNETIC FIELD X,mag_x,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,MAGNETIC FIELD Y,mag_y,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,MAGNETIC FIELD Z,mag_z,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,ORIENTATION (Azimuth),unknown,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,ORIENTATION (Pitch),orientation_pitch,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3a.csv,ORIENTATION (Roll ),orientation_roll,24621,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS LATITUDE,gnss_latitude,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS LONGITUDE,gnss_longitude,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS ALTITUDE,gnss_altitude,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS SPEED,gnss_speed,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS ACCURACY,gnss_accuracy,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS ORIENTATION,gnss_heading,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GPS SATELLITES IN RANGE,gnss_satellites,6813,0,0.0,6813,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,TIME SINCE START,time_since_start_ms,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,DATE,datetime_string,6813,0,0.0,6813,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,ACCELEROMETER X,accel_x,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,ACCELEROMETER Y,accel_y,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,ACCELEROMETER Z,accel_z,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GRAVITY X,gravity_x,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GRAVITY Y,gravity_y,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GRAVITY Z,gravity_z,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GYROSCOPE X,unknown,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GYROSCOPE Y,unknown,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,GYROSCOPE Z,unknown,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,MAGNETIC FIELD X,mag_x,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,MAGNETIC FIELD Y,mag_y,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,MAGNETIC FIELD Z,mag_z,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,ORIENTATION (Azimuth),unknown,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,ORIENTATION (Pitch),orientation_pitch,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3b.csv,ORIENTATION (Roll ),orientation_roll,6813,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS LATITUDE,gnss_latitude,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS LONGITUDE,gnss_longitude,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS ALTITUDE,gnss_altitude,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS SPEED,gnss_speed,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS ACCURACY,gnss_accuracy,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS ORIENTATION,gnss_heading,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GPS SATELLITES IN RANGE,gnss_satellites,37183,0,0.0,37183,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,TIME SINCE START,time_since_start_ms,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,DATE,datetime_string,37183,0,0.0,37183,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,ACCELEROMETER X,accel_x,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,ACCELEROMETER Y,accel_y,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,ACCELEROMETER Z,accel_z,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GRAVITY X,gravity_x,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GRAVITY Y,gravity_y,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GRAVITY Z,gravity_z,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GYROSCOPE X,unknown,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GYROSCOPE Y,unknown,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,GYROSCOPE Z,unknown,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,MAGNETIC FIELD X,mag_x,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,MAGNETIC FIELD Y,mag_y,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,MAGNETIC FIELD Z,mag_z,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,ORIENTATION (Azimuth),unknown,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,ORIENTATION (Pitch),orientation_pitch,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S3c.csv,ORIENTATION (Roll ),orientation_roll,37183,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS LATITUDE,gnss_latitude,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS LONGITUDE,gnss_longitude,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS ALTITUDE,gnss_altitude,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS SPEED,gnss_speed,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS ACCURACY,gnss_accuracy,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS ORIENTATION,gnss_heading,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GPS SATELLITES IN RANGE,gnss_satellites,94600,0,0.0,94600,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,TIME SINCE START,time_since_start_ms,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,DATE,datetime_string,94600,0,0.0,94600,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,ACCELEROMETER X,accel_x,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,ACCELEROMETER Y,accel_y,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,ACCELEROMETER Z,accel_z,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GRAVITY X,gravity_x,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GRAVITY Y,gravity_y,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GRAVITY Z,gravity_z,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GYROSCOPE X,unknown,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GYROSCOPE Y,unknown,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,GYROSCOPE Z,unknown,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,MAGNETIC FIELD X,mag_x,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,MAGNETIC FIELD Y,mag_y,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,MAGNETIC FIELD Z,mag_z,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,ORIENTATION (Azimuth),unknown,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,ORIENTATION (Pitch),orientation_pitch,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,ORIENTATION (Roll ),orientation_roll,94600,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS LATITUDE,gnss_latitude,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS LONGITUDE,gnss_longitude,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS ALTITUDE,gnss_altitude,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS SPEED,gnss_speed,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS ACCURACY,gnss_accuracy,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS ORIENTATION,gnss_heading,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GPS SATELLITES IN RANGE,gnss_satellites,11486,0,0.0,11486,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,TIME SINCE START,time_since_start_ms,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,DATE (YYYY-MO-DD HH-MI-SS_SSS,datetime_string,11486,0,0.0,11486,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,ACCELEROMETER X,accel_x,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,ACCELEROMETER Y,accel_y,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,ACCELEROMETER Z,accel_z,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GRAVITY X,gravity_x,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GRAVITY Y,gravity_y,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GRAVITY Z,gravity_z,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GYROSCOPE X,unknown,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GYROSCOPE Y,unknown,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,GYROSCOPE Z,unknown,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,MAGNETIC FIELD X,mag_x,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,MAGNETIC FIELD Y,mag_y,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,MAGNETIC FIELD Z,mag_z,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,ORIENTATION (Azimuth),unknown,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,ORIENTATION (Pitch),orientation_pitch,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,ORIENTATION (Roll ),orientation_roll,11486,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS LATITUDE,gnss_latitude,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS LONGITUDE,gnss_longitude,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS ALTITUDE,gnss_altitude,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS SPEED,gnss_speed,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS ACCURACY,gnss_accuracy,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS ORIENTATION,gnss_heading,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GPS SATELLITES IN RANGE,gnss_satellites,67523,0,0.0,67523,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,TIME SINCE START,time_since_start_ms,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,DATE (YYYY-MO-DD HH-MI-SS_SSS,datetime_string,67523,0,0.0,67523,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,ACCELEROMETER X,accel_x,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,ACCELEROMETER Y,accel_y,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,ACCELEROMETER Z,accel_z,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GRAVITY X,gravity_x,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GRAVITY Y,gravity_y,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GRAVITY Z,gravity_z,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GYROSCOPE X,unknown,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GYROSCOPE Y,unknown,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,GYROSCOPE Z,unknown,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,MAGNETIC FIELD X,mag_x,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,MAGNETIC FIELD Y,mag_y,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,MAGNETIC FIELD Z,mag_z,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,ORIENTATION (Azimuth),unknown,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,ORIENTATION (Pitch),orientation_pitch,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa02.csv,ORIENTATION (Roll ),orientation_roll,67523,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,GPS LATITUDE,gnss_latitude,1502,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,GPS LONGITUDE,gnss_longitude,1502,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,GPS ALTITUDE,gnss_altitude,1502,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,GPS SPEED,gnss_speed,1502,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,GPS ACCURACY,gnss_accuracy,1502,0,0.0,0,False,exact
Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta10.csv,GPS ORIENTATION,gnss_heading,1502,0,0.0,0,False,exact
