scenario_id,name,session,driver,country,dataset_family,source,verification_status
uncategorized,,VTB4,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VTB5,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VTB6,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VTB7,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VTB8,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VTB9,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW1,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW10,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW11,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW12,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW13,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW14A,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW14B,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW14C,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW15,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW16A,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW16B,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW17,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW2,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW3,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW4,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW5,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW6,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW7,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW8,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,VW9,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,Y1,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
uncategorized,,Y2,,,unsynchronized_uncategorized,directory_structure,UNVERIFIED
