session_id,stream,relative_path,start_time_s,end_time_s,duration_s,start_index,end_index,source,confidence,evidence
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,433.41,503.41,70.0,39520,40220,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,1721.409,1759.41,38.000999999999976,52400,52780,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,1884.41,1961.409,76.99900000000002,54030,54800,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,2553.409,2589.409,36.0,60720,61080,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,2967.409,3002.409,35.0,64860,65210,observed_position_hold,observed_high,VERIFIED_FROM_FILE
S4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-S4.csv,4781.409,4811.409,30.0,83000,83300,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VFA01,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vfa01.csv,989.5070000000001,1023.5070000000001,34.0,9869,10209,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA16,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta16.csv,2058.512,2092.516,34.003999999999905,3717,4057,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA1A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta1a.csv,0.02,36.02,36.0,0,360,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta2.csv,3393.02,3438.02,45.0,7091,7541,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA20,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta20.csv,0.014,238.51500000000001,238.501,0,2385,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA26,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta26.csv,1066.516,1128.515,61.999000000000024,793,1413,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA28,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta28.csv,1552.5140000000001,1584.5140000000001,32.0,793,1113,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA29,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta29.csv,1048.115,1082.115,34.0,10481,10821,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA29,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta29.csv,1127.093,1160.094,33.000999999999976,11277,11607,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,2729.093,2766.093,37.0,3460,3830,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,2784.093,2832.093,48.0,4010,4490,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,3207.094,3290.3940000000002,83.30000000000018,8240,9073,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,3290.3940000000002,3339.0950000000003,48.70100000000002,9073,9560,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA30,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta30.csv,3911.0930000000003,3947.0930000000003,36.0,15280,15640,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTA8,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vta8.csv,559.5120000000001,641.514,82.00199999999995,81,901,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,0.029,67.328,67.299,0,673,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb1.csv,67.328,730.7470000000001,663.4190000000001,673,3061,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb2.csv,456.913,492.914,36.000999999999976,4569,4929,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,625.914,735.013,109.09900000000005,447,1538,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,735.013,783.914,48.900999999999954,1538,2027,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,783.914,833.913,49.999000000000024,2027,2527,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,851.914,937.914,86.0,2707,3567,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,970.914,1012.914,42.0,3897,4317,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,1246.914,1312.914,66.0,6657,7317,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB3,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb3.csv,1367.914,1399.914,32.0,7867,8187,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VTB5,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vtb5.csv,3526.913,3566.914,40.001000000000204,20543,20943,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW11,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw11.csv,14082.31,14131.31,49.0,704,1194,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW14C,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw14c.csv,3288.0080000000003,3336.0080000000003,48.0,10140,10620,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW16A,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw16a.csv,25.310000000000002,71.312,46.001999999999995,253,713,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw2.csv,653.311,688.311,35.0,6533,6883,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW2,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw2.csv,1034.31,1092.311,58.000999999999976,10343,10923,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,626.41,692.41,66.0,6230,6890,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,889.41,960.3100000000001,70.90000000000009,8860,9569,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,8912.41,8949.309,36.89899999999943,89090,89459,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,10972.31,11067.309000000001,94.99900000000162,109689,110639,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,11622.31,11709.309000000001,86.99900000000162,116189,117059,observed_position_hold,observed_high,VERIFIED_FROM_FILE
VW4,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Vw4.csv,12514.31,12560.31,46.0,125109,125569,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,491.115,527.116,36.000999999999976,8286,8646,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,671.116,706.115,34.999000000000024,10086,10436,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,1590.115,1627.114,36.999000000000024,19276,19646,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,2297.114,2359.114,62.0,26346,26966,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,2404.114,2439.114,35.0,27416,27766,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,6446.109,6497.109,51.0,67837,68347,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,smartphone,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/S-Dataset/S-Y1.csv,6497.109,6592.109,95.0,68347,69297,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,vehicle,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Y1.csv,62415.6,62669.6,254.0,4557,4558,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,vehicle,Synchronised V abd S datasets/Uncategorised IOVNB Dataset/V-Dataset/V-Y1.csv,69223.7,69608.3,384.6000000000058,70099,70100,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,vehicle,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Y (Driver D)/Y1/V-Y1.csv,62415.6,62669.6,254.0,4612,4613,observed_position_hold,observed_high,VERIFIED_FROM_FILE
Y1,vehicle,Unsynchronised V and S Dataset/Categorised IOVNB (V) Dataset/V Dataset/Y (Driver D)/Y1/V-Y1.csv,69223.7,69608.3,384.6000000000058,70154,70155,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,0.043000000000000003,69.542,69.499,0,139,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,69.542,207.542,138.0,139,415,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,207.542,384.54200000000003,177.00000000000003,415,769,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,384.54200000000003,519.542,135.0,769,1039,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,519.542,615.542,96.0,1039,1231,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,615.542,793.042,177.5,1231,1586,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,793.042,925.043,132.00099999999998,1586,1850,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,925.043,1107.0430000000001,182.0000000000001,1850,2214,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1107.0430000000001,1240.0430000000001,133.0,2214,2480,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1240.0430000000001,1352.5430000000001,112.5,2480,2705,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1352.5430000000001,1466.5420000000001,113.99900000000002,2705,2933,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1466.5420000000001,1562.5420000000001,96.0,2933,3125,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1562.5420000000001,1658.5430000000001,96.00099999999998,3125,3317,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1658.5430000000001,1796.5420000000001,137.99900000000002,3317,3593,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1796.5420000000001,1902.5420000000001,106.0,3593,3805,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,1904.5430000000001,2005.0430000000001,100.5,3809,4010,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,2005.0430000000001,2157.042,151.9989999999998,4010,4314,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,2157.042,2255.043,98.0010000000002,4314,4510,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,2255.043,2361.042,105.9989999999998,4510,4722,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,2361.042,2544.043,183.0010000000002,4722,5088,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,2544.043,2728.042,183.9989999999998,5088,5456,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A1,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A1.csv,2728.042,2906.044,178.00199999999995,5456,5812,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A10,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A10.csv,1504.048,1576.048,72.0,3008,3152,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A10,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A10.csv,3243.049,3293.049,50.0,6486,6586,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A10,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A10.csv,3342.0480000000002,3396.0480000000002,54.0,6684,6792,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A10,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A10.csv,3818.0480000000002,3848.0480000000002,30.0,7636,7696,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A11,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A11.csv,0.098,33.599000000000004,33.501000000000005,0,67,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A11,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A11.csv,2488.099,2545.099,57.0,4976,5090,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A12,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A12.csv,0.021,86.521,86.5,0,173,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A12,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A12.csv,980.5210000000001,1011.5210000000001,31.0,1961,2023,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A12,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A12.csv,2136.521,2173.52,36.998999999999796,4273,4347,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A13,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,0.062,159.561,159.499,0,319,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A13,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,159.561,436.562,277.001,319,873,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A13,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,436.562,555.062,118.5,873,1110,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A13,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,888.061,918.062,30.000999999999976,1776,1836,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A13,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A13.csv,1926.063,2187.062,260.9989999999998,3852,4374,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,0.057,58.557,58.5,0,117,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,58.557,234.55700000000002,176.0,117,469,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,234.55700000000002,400.557,166.0,469,801,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,400.557,495.557,95.0,801,991,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,495.557,593.556,97.99900000000002,991,1187,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,593.556,772.557,179.00099999999998,1187,1545,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,772.557,953.557,181.0,1545,1907,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,953.557,1133.558,180.00099999999998,1907,2267,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,1133.558,1308.556,174.99800000000005,2267,2617,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,1308.556,1495.558,187.00199999999995,2617,2991,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,1495.558,1674.557,178.99900000000002,2991,3349,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,1674.557,1853.557,179.0,3349,3707,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,1853.557,2033.557,180.0,3707,4067,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,2033.557,2215.556,181.99900000000002,4067,4431,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,2215.556,2397.5570000000002,182.0010000000002,4431,4795,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,2397.5570000000002,2575.556,177.9989999999998,4795,5151,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,2575.556,2755.5570000000002,180.0010000000002,5151,5511,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,2755.5570000000002,2935.558,180.00099999999975,5511,5871,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,2935.558,3117.558,182.0,5871,6235,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,3117.558,3294.5570000000002,176.99900000000025,6235,6589,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,3294.5570000000002,3468.5570000000002,174.0,6589,6937,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,3468.5570000000002,3655.5570000000002,187.0,6937,7311,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,3655.5570000000002,3834.5570000000002,179.0,7311,7669,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,3834.5570000000002,4016.5570000000002,182.0,7669,8033,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4016.5570000000002,4124.557,107.99999999999955,8033,8249,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4124.557,4225.557,101.0,8249,8451,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4225.557,4375.5560000000005,149.9990000000007,8451,8751,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4375.5560000000005,4553.5560000000005,178.0,8751,9107,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4557.557,4737.557,180.0,9115,9475,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4737.557,4837.557,100.0,9475,9675,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4837.557,4939.558,102.0010000000002,9675,9879,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,4939.558,5039.557,99.9989999999998,9879,10079,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,5039.557,5170.557,131.0,10079,10341,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,5170.557,5335.557,165.0,10341,10671,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,5335.557,5436.557,101.0,10671,10873,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,5436.557,5539.558,103.0010000000002,10873,11079,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A2,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A2.csv,5539.558,5719.557,179.9989999999998,11079,11439,observed_position_hold,observed_high,VERIFIED_FROM_FILE
A3,smartphone,Unsynchronised V and S Dataset/Uncategorised IOVNB (V and S) Dataset/S-Dataset/S-A3.csv,0.017,150.018,150.001,0,300,observed_position_hold,observed_high,VERIFIED_FROM_FILE
